Ordem,Titulo,metros,Endereco,Numero,Area,Bairro,Preco,Preco_m2,Preco_m2_mean,Quartos,Banheiros,Vagas,Preco_mean,Quartos_mean,Banheiros_mean,Vagas_mean,Area_mean,center,x_stub,y_stub,OBJECTID,NOME,cod_bairro,qtde_bo,bo_per_capita,dens_pop,areaHa,pop_2010,renda_med_dom_SM_mes,lnpreco,lnrenda,rendaalta,central,grande,pequeno,n_apartamentos,lnpreco_m2,iptu_2021,itbi_2021,itbi_pc,iptu_pc,precomean_bairro,mean_quarto,zona1,zona2,zona3,zona4,zona5,zona6,zona7,zona8,zona9,zona10,n_zona,praia_belas
4865,Apartamento com 3 Quartos a† Venda, 106m2,Rua Engenheiro Afonso Cavalcanti,41,106,Bela Vista,969000,9141.51,10047.03,3,3,2,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,13.78402,3.546163,1,0,0,0,504,9.120581,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
4156,Apartamento com 3 Quartos a† Venda, 107m2,Rua Engenheiro Afonso Cavalcanti,41,107,Bela Vista,945000,8831.78,10047.03,3,1,2,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,13.75894,3.546163,1,0,0,0,504,9.086111,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
5745,Apartamento com 3 Quartos a† Venda, 106m2,Rua Engenheiro Afonso Cavalcanti,9999,106,Bela Vista,945000,8915.09,10047.03,3,3,2,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,13.75894,3.546163,1,0,0,0,504,9.095501,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
3797,Apartamento com 4 Quartos a† Venda, 257m2,Rua Engenheiro Afonso Cavalcanti,54,257,Bela Vista,4950000,19260.70,10047.03,4,6,4,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,15.4149,3.546163,1,0,1,0,504,9.865822,27859030.48,21911462,2277.46,2895.648,1704994,4252946,0,0,0,0,0,0,0,1,0,0,8,0
6042,Apartamento com 3 Quartos a† Venda, 106m2,Rua Engenheiro Afonso Cavalcanti,9999,106,Bela Vista,945000,8915.09,10047.03,3,3,2,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,13.75894,3.546163,1,0,0,0,504,9.095501,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
7852,Apartamento com 3 Quartos a† Venda, 267m2,Rua Engenheiro Afonso Cavalcanti,31,267,Bela Vista,2500000,9363.30,10047.03,3,3,3,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,14.7318,3.546163,1,0,1,0,504,9.144552,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
6293,Apartamento com 3 Quartos a† Venda, 313m2,Rua Engenheiro Antonio Reboucas,9999,313,Bela Vista,7585251,24234.03,10047.03,3,3,3,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,15.84172,3.546163,1,0,1,0,504,10.09551,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
8714,Apartamento com 3 Quartos a† Venda, 315m2,Rua Engenheiro Antonio Reboucas,167,315,Bela Vista,2380000,7555.56,10047.03,3,5,2,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,14.68261,3.546163,1,0,1,0,504,8.930038,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
9050,Apartamento com 3 Quartos a† Venda, 315m2,Rua Engenheiro Antonio Reboucas,167,315,Bela Vista,2380000,7555.56,10047.03,3,5,2,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,14.68261,3.546163,1,0,1,0,504,8.930038,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
6573,Apartamento com 3 Quartos a† Venda, 140m2,Rua Engenheiro Olavo Nunes,365,140,Bela Vista,950000,6785.71,10047.03,3,1,1,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,13.76422,3.546163,1,0,0,0,504,8.822575,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
1292,Apartamento com 2 Quartos a† Venda, 55m2,Rua Engenheiro Olavo Nunes,9999,55,Bela Vista,439000,7981.82,10047.03,2,1,1,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,12.99225,3.546163,1,0,0,0,504,8.984921,27859030.48,21911462,2277.46,2895.648,1704994,806546.7,0,0,0,0,0,0,0,1,0,0,8,0
7508,Apartamento com 3 Quartos a† Venda, 128m2,Rua Engenheiro Olavo Nunes,365,128,Bela Vista,1180000,9218.75,10047.03,3,4,4,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,13.98102,3.546163,1,0,0,0,504,9.128995,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
2061,Apartamento com  Quarto a† Venda, 62m2,Rua Engenheiro Olavo Nunes,9999,62,Bela Vista,480000,7741.94,10047.03,1,1,1,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,13.08154,3.546163,1,0,0,0,504,8.954407,27859030.48,21911462,2277.46,2895.648,1704994,467762.1,0,0,0,0,0,0,0,1,0,0,8,0
3410,Apartamento com 3 Quartos a† Venda, 139m2,Rua Engenheiro Olavo Nunes,9999,139,Bela Vista,1100000,7913.67,10047.03,3,3,2,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,13.91082,3.546163,1,0,0,0,504,8.976347,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
3378,Apartamento com 3 Quartos a† Venda, 139m2,Rua Engenheiro Olavo Nunes,9999,139,Bela Vista,1100000,7913.67,10047.03,3,3,2,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,13.91082,3.546163,1,0,0,0,504,8.976347,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
5807,Apartamento com 3 Quartos a† Venda, 130m2,Rua Engenheiro Olavo Nunes,9999,130,Bela Vista,780000,6000.00,10047.03,3,3,1,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,13.56705,3.546163,1,0,0,0,504,8.699514,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
9877,Apartamento com 3 Quartos a† Venda, 163m2,Rua Engenheiro Olavo Nunes,9999,163,Bela Vista,2968000,18208.59,10047.03,3,3,2,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,14.9034,3.546163,1,0,0,0,504,9.809649,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
6953,Apartamento com 3 Quartos a† Venda, 140m2,Rua Engenheiro Olavo Nunes,365,140,Bela Vista,950000,6785.71,10047.03,3,1,1,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,13.76422,3.546163,1,0,0,0,504,8.822575,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
5231,Apartamento com 3 Quartos a† Venda, 129m2,Rua Engenheiro Olavo Nunes,9999,129,Bela Vista,790000,6124.03,10047.03,3,1,1,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,13.57979,3.546163,1,0,0,0,504,8.719975,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
8564,Apartamento com 4 Quartos a† Venda, 320m2,Rua Engenheiro Teixeira Soares,10,320,Bela Vista,4899000,15309.38,10047.03,4,5,4,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,15.40454,3.546163,1,0,1,0,504,9.636221,27859030.48,21911462,2277.46,2895.648,1704994,4252946,0,0,0,0,0,0,0,1,0,0,8,0
1255,Apartamento com 3 Quartos a† Venda, 320m2,Rua Engenheiro Teixeira Soares,46,320,Bela Vista,4900000,15312.50,10047.03,3,6,4,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,15.40475,3.546163,1,0,1,0,504,9.636425,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
8553,Apartamento com 5 Quartos a† Venda, 340m2,Rua Engenheiro Teixeira Soares,46,340,Bela Vista,5721000,16826.47,10047.03,5,6,4,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,15.55965,3.546163,1,0,1,0,504,9.730708,27859030.48,21911462,2277.46,2895.648,1704994,5721000,0,0,0,0,0,0,0,1,0,0,8,0
7042,Apartamento com 3 Quartos a† Venda, 229m2,Rua Engenheiro Teixeira Soares,9999,229,Bela Vista,2350000,10262.01,10047.03,3,5,4,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,14.66993,3.546163,1,0,0,0,504,9.236204,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
2193,Apartamento com 4 Quartos a† Venda, 396m2,Rua Engenheiro Teixeira Soares,142,396,Bela Vista,6290000,15883.84,10047.03,4,7,4,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,15.65447,3.546163,1,0,1,0,504,9.673058,27859030.48,21911462,2277.46,2895.648,1704994,4252946,0,0,0,0,0,0,0,1,0,0,8,0
6918,Apartamento com 4 Quartos a† Venda, 340m2,Rua Engenheiro Teixeira Soares,46,340,Bela Vista,5900000,17352.94,10047.03,4,7,4,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,15.59046,3.546163,1,0,1,0,504,9.761518,27859030.48,21911462,2277.46,2895.648,1704994,4252946,0,0,0,0,0,0,0,1,0,0,8,0
6832,Apartamento com 3 Quartos a† Venda, 229m2,Rua Engenheiro Teixeira Soares,9999,229,Bela Vista,2350000,10262.01,10047.03,3,5,4,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,14.66993,3.546163,1,0,0,0,504,9.236204,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
3610,Apartamento com 4 Quartos a† Venda, 258m2,Rua Engenheiro Teixeira Soares,10,258,Bela Vista,3982000,15434.11,10047.03,4,7,4,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,15.1973,3.546163,1,0,1,0,504,9.644335,27859030.48,21911462,2277.46,2895.648,1704994,4252946,0,0,0,0,0,0,0,1,0,0,8,0
366,Apartamento com 3 Quartos a† Venda, 258m2,Rua Engenheiro Teixeira Soares,9999,258,Bela Vista,3200000,12403.10,10047.03,3,5,3,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,14.97866,3.546163,1,0,1,0,504,9.425702,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
7593,Apartamento com 3 Quartos a† Venda, 233m2,Rua Engenheiro Teixeira Soares,335,233,Bela Vista,1500000,6437.77,10047.03,3,1,2,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,14.22098,3.546163,1,0,0,0,504,8.769938,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
3611,Apartamento com 4 Quartos a† Venda, 209m2,Rua Engenheiro Teixeira Soares,10,209,Bela Vista,1499000,7172.25,10047.03,4,2,2,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,14.22031,3.546163,1,0,0,0,504,8.877975,27859030.48,21911462,2277.46,2895.648,1704994,4252946,0,0,0,0,0,0,0,1,0,0,8,0
1260,Apartamento com 3 Quartos a† Venda, 320m2,Rua Engenheiro Teixeira Soares,46,320,Bela Vista,4900000,15312.50,10047.03,3,6,4,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,15.40475,3.546163,1,0,1,0,504,9.636425,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
9093,Apartamento com 3 Quartos a† Venda, 139m2,Rua Engenheiro Veressimo de Matos,9999,139,Bela Vista,1650000,11870.50,10047.03,3,4,2,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,14.31629,3.546163,1,0,0,0,504,9.381812,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
8454,Apartamento com 3 Quartos a† Venda, 302m2,Rua Farnese,110,302,Bela Vista,3310000,10960.27,10047.03,3,5,4,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,15.01246,3.546163,1,0,1,0,504,9.302032,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
7002,Apartamento com 3 Quartos a† Venda, 260m2,Rua Farnese,9999,260,Bela Vista,2900000,11153.85,10047.03,3,4,3,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,14.88022,3.546163,1,0,1,0,504,9.31954,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
7491,Apartamento com 3 Quartos a† Venda, 229m2,Rua Furriel Luiz Antonio de Vargas,9999,229,Bela Vista,1999000,8729.26,10047.03,3,4,3,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,14.50816,3.546163,1,0,0,0,504,9.074435,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
1050,Apartamento com 2 Quartos a† Venda, 93m2,Rua Furriel Luiz Antonio de Vargas,369,93,Bela Vista,375000,4032.26,10047.03,2,2,0,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,12.83468,3.546163,1,0,0,0,504,8.302082,27859030.48,21911462,2277.46,2895.648,1704994,806546.7,0,0,0,0,0,0,0,1,0,0,8,0
3844,Apartamento com 3 Quartos a† Venda, 146m2,Rua Furriel Luiz Antonio de Vargas,106,146,Bela Vista,1149000,7869.86,10047.03,3,3,2,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,13.9544,3.546163,1,0,0,0,504,8.970796,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
1887,Apartamento com 3 Quartos a† Venda, 87m2,Rua Furriel Luiz Antonio de Vargas,164,87,Bela Vista,720000,8275.86,10047.03,3,2,2,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,13.48701,3.546163,1,0,0,0,504,9.021098,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
1534,Apartamento com 3 Quartos a† Venda, 229m2,Rua Furriel Luiz Antonio de Vargas,238,229,Bela Vista,2000000,8733.62,10047.03,3,3,3,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,14.50866,3.546163,1,0,0,0,504,9.074936,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
9592,Apartamento com 3 Quartos a† Venda, 146m2,Rua Furriel Luiz Antonio de Vargas,106,146,Bela Vista,1380000,9452.05,10047.03,3,3,3,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,14.13759,3.546163,1,0,0,0,504,9.153988,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
7490,Apartamento com 3 Quartos a† Venda, 146m2,Rua Furriel Luiz Antonio de Vargas,9999,146,Bela Vista,1165000,7979.45,10047.03,3,3,2,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,13.96823,3.546163,1,0,0,0,504,8.984625,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
5286,Apartamento com 3 Quartos a† Venda, 199m2,Rua Furriel Luiz Antonio de Vargas,238,199,Bela Vista,1480000,7437.19,10047.03,3,3,2,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,14.20755,3.546163,1,0,0,0,504,8.914248,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
5393,Apartamento com 3 Quartos a† Venda, 87m2,Rua Furriel Luiz Antonio de Vargas,164,87,Bela Vista,850000,9770.11,10047.03,3,1,2,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,13.65299,3.546163,1,0,0,0,504,9.187083,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
8505,Apartamento com 3 Quartos a† Venda, 87m2,Rua Furriel Luiz Antonio de Vargas,164,87,Bela Vista,720000,8275.86,10047.03,3,2,2,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,13.48701,3.546163,1,0,0,0,504,9.021098,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
533,Apartamento com 3 Quartos a† Venda, 228m2,Rua Furriel Luiz Antonio de Vargas,10,228,Bela Vista,1497000,6565.79,10047.03,3,3,2,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,14.21897,3.546163,1,0,0,0,504,8.789628,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
5279,Apartamento com 3 Quartos a† Venda, 87m2,Rua Furriel Luiz Antonio de Vargas,164,87,Bela Vista,850000,9770.11,10047.03,3,1,2,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,13.65299,3.546163,1,0,0,0,504,9.187083,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
292,Apartamento com 3 Quartos a† Venda, 87m2,Rua Furriel Luiz Antonio de Vargas,164,87,Bela Vista,720000,8275.86,10047.03,3,2,2,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,13.48701,3.546163,1,0,0,0,504,9.021098,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
7378,Apartamento com 3 Quartos a† Venda, 276m2,Rua General Oscar Miranda,30,276,Bela Vista,4300000,15579.71,10047.03,3,5,4,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,15.27413,3.546163,1,0,1,0,504,9.653725,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
4320,Apartamento com 4 Quartos a† Venda, 356m2,Rua General Oscar Miranda,165,356,Bela Vista,8386680,23558.09,10047.03,4,2,4,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,15.94215,3.546163,1,0,1,0,504,10.06722,27859030.48,21911462,2277.46,2895.648,1704994,4252946,0,0,0,0,0,0,0,1,0,0,8,0
4389,Apartamento com 4 Quartos a† Venda, 382m2,Rua General Oscar Miranda,165,382,Bela Vista,8790600,23012.04,10047.03,4,2,4,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,15.98919,3.546163,1,0,1,0,504,10.04377,27859030.48,21911462,2277.46,2895.648,1704994,4252946,0,0,0,0,0,0,0,1,0,0,8,0
4391,Apartamento com 4 Quartos a† Venda, 356m2,Rua General Oscar Miranda,165,356,Bela Vista,7851360,22054.38,10047.03,4,2,3,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,15.8762,3.546163,1,0,1,0,504,10.00127,27859030.48,21911462,2277.46,2895.648,1704994,4252946,0,0,0,0,0,0,0,1,0,0,8,0
4379,Apartamento com 4 Quartos a† Venda, 356m2,Rua General Oscar Miranda,165,356,Bela Vista,8386680,23558.09,10047.03,4,2,4,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,15.94215,3.546163,1,0,1,0,504,10.06722,27859030.48,21911462,2277.46,2895.648,1704994,4252946,0,0,0,0,0,0,0,1,0,0,8,0
4271,Apartamento com 4 Quartos a† Venda, 356m2,Rua General Oscar Miranda,165,356,Bela Vista,8386680,23558.09,10047.03,4,2,4,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,15.94215,3.546163,1,0,1,0,504,10.06722,27859030.48,21911462,2277.46,2895.648,1704994,4252946,0,0,0,0,0,0,0,1,0,0,8,0
4332,Apartamento com 4 Quartos a† Venda, 356m2,Rua General Oscar Miranda,165,356,Bela Vista,7851360,22054.38,10047.03,4,2,3,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,15.8762,3.546163,1,0,1,0,504,10.00127,27859030.48,21911462,2277.46,2895.648,1704994,4252946,0,0,0,0,0,0,0,1,0,0,8,0
4330,Apartamento com 4 Quartos a† Venda, 382m2,Rua General Oscar Miranda,165,382,Bela Vista,8790600,23012.04,10047.03,4,2,4,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,15.98919,3.546163,1,0,1,0,504,10.04377,27859030.48,21911462,2277.46,2895.648,1704994,4252946,0,0,0,0,0,0,0,1,0,0,8,0
7618,Apartamento com 3 Quartos a† Venda, 276m2,Rua General Oscar Miranda,30,276,Bela Vista,4300000,15579.71,10047.03,3,5,4,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,15.27413,3.546163,1,0,1,0,504,9.653725,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
4301,Apartamento com 4 Quartos a† Venda, 382m2,Rua General Oscar Miranda,165,382,Bela Vista,8217300,21511.26,10047.03,4,2,3,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,15.92175,3.546163,1,0,1,0,504,9.976332,27859030.48,21911462,2277.46,2895.648,1704994,4252946,0,0,0,0,0,0,0,1,0,0,8,0
4280,Apartamento com 4 Quartos a† Venda, 382m2,Rua General Oscar Miranda,165,382,Bela Vista,8790600,23012.04,10047.03,4,2,4,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,15.98919,3.546163,1,0,1,0,504,10.04377,27859030.48,21911462,2277.46,2895.648,1704994,4252946,0,0,0,0,0,0,0,1,0,0,8,0
4282,Apartamento com 4 Quartos a† Venda, 356m2,Rua General Oscar Miranda,165,356,Bela Vista,7851360,22054.38,10047.03,4,2,3,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,15.8762,3.546163,1,0,1,0,504,10.00127,27859030.48,21911462,2277.46,2895.648,1704994,4252946,0,0,0,0,0,0,0,1,0,0,8,0
3513,Apartamento com 2 Quartos a† Venda, 92m2,Rua Jaragua,331,92,Bela Vista,750000,8152.17,10047.03,2,2,1,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,13.52783,3.546163,1,0,0,0,504,9.00604,27859030.48,21911462,2277.46,2895.648,1704994,806546.7,0,0,0,0,0,0,0,1,0,0,8,0
479,Apartamento com 4 Quartos a† Venda, 174m2,Rua Jaragua,152,174,Bela Vista,1299000,7465.52,10047.03,4,3,2,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,14.07711,3.546163,1,0,0,0,504,8.91805,27859030.48,21911462,2277.46,2895.648,1704994,4252946,0,0,0,0,0,0,0,1,0,0,8,0
3574,Apartamento com 2 Quartos a† Venda, 92m2,Rua Jaragua,331,92,Bela Vista,750000,8152.17,10047.03,2,2,1,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,13.52783,3.546163,1,0,0,0,504,9.00604,27859030.48,21911462,2277.46,2895.648,1704994,806546.7,0,0,0,0,0,0,0,1,0,0,8,0
719,Apartamento com 3 Quartos a† Venda, 200m2,Rua Jaragua,414,200,Bela Vista,2990000,14950.00,10047.03,3,4,5,1704993.90,2.7936508,2.871,2.125,86.969,55,281679.7,1676149,1231,BELA VISTA,6,368,382,104.6,92,9621,34.68,14.91078,3.546163,1,0,0,0,504,9.612467,27859030.48,21911462,2277.46,2895.648,1704994,1648836,0,0,0,0,0,0,0,1,0,0,8,0
