"","Ordem","Titulo","Endereco","Numero","Bairro","Area","Quartos","Banheiros","Vagas","Preco","Preco_m2","cod_bairro","qtde_bo","bo_per_capita","idadedobairro","dens_pop","areaHa","pop_2010","renda_med_dom_SM_mes","lnpreco","idade2","lnrenda"
"254",8626,"Apartamento com 2 Quartos a  Venda, 72m2","sem info",9999,"Centro Historico",72,2,2,0,179000,2486.11111111111,4314902036,8878,2408.44229830177,63,161.7,228,36862,12.61,12.0951414108276,3969,2.53449010848999
"255",5003,"Apartamento com 2 Quartos a  Venda, 55m2","Rua Jose do Patrocenio",9999,"Cidade Baixa",55,2,1,0,198000,3600,4314902003,1784,1072.50210412408,63,210.6,79,16634,11.2,12.1960220336914,3969,2.41591382026672
"256",9260,"Apartamento com 2 Quartos a  Venda, 48m2","Rua Joao Alfredo",394,"Cidade Baixa",48,2,1,0,210000,4375,4314902003,1784,1072.50210412408,63,210.6,79,16634,11.2,12.2548627853394,3969,2.41591382026672
"257",1997,"Apartamento com 2 Quartos a  Venda, 43m2","Avenida Martim Felix Berta",3300,"Petropolis",43,2,1,0,1e+05,2325.58139534884,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,11.5129251480103,3969,3.01406311988831
"258",1536,"Apartamento com 2 Quartos a  Venda, 57m2","Avenida Ijue",85,"Petropolis",57,2,1,0,269000,4719.29824561404,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,12.5024662017822,3969,3.01406311988831
"259",3986,"Apartamento com 3 Quartos a  Venda, 149m2","Rua Quintino Bocaiuva",9999,"Moinhos de Vento",149,3,3,0,530000,3557.04697986577,4314902041,801,992.934176273708,63,98.4,82,8067,29.33,13.1806325912476,3969,3.37861084938049
"260",7008,"Apartamento com 2 Quartos a  Venda, 89m2","sem info",9999,"Centro Historico",89,2,2,0,350000,3932.58426966292,4314902036,8878,2408.44229830177,63,161.7,228,36862,12.61,12.7656888961792,3969,2.53449010848999
"261",3395,"Apartamento com 3 Quartos a  Venda, 114m2","sem info",9999,"Centro Historico",114,3,3,0,430000,3771.9298245614,4314902036,8878,2408.44229830177,63,161.7,228,36862,12.61,12.9715404510498,3969,2.53449010848999
"262",9473,"Apartamento com  Quarto a  Venda, 46m2","sem info",9999,"Centro Historico",46,1,1,0,191500,4163.04347826087,4314902036,8878,2408.44229830177,63,161.7,228,36862,12.61,12.1626434326172,3969,2.53449010848999
"263",1946,"Apartamento com 2 Quartos a  Venda, 71m2","Rua Tiradentes",9999,"Moinhos de Vento",71,2,2,0,320000,4507.04225352113,4314902041,801,992.934176273708,63,98.4,82,8067,29.33,12.6760759353638,3969,3.37861084938049
"264",9734,"Apartamento com 2 Quartos a  Venda, 52m2","Avenida Assis Brasil",31,"Sao Joao",52,2,2,0,295000,5673.07692307692,4314902046,1799,1358.96661127058,63,26.9,492,13238,12.14,12.5947303771973,3969,2.49650573730469
"265",82,"Apartamento com  Quarto a  Venda, 52m2","Rua Professor Cristiano Fischer",120,"Jardim Botanico",52,1,1,0,185000,3557.69230769231,4314902018,727,632.503915086132,63,56.6,203,11494,12.32,12.1281108856201,3969,2.51122403144836
"266",2047,"Apartamento com 3 Quartos a  Venda, 82m2","Rua Santana",667,"Farroupilha",82,3,1,0,399000,4865.85365853659,4314902005,1087,9872.84287011807,63,19.3,57,1101,16.66,12.8967170715332,3969,2.81301069259644
"267",3430,"Apartamento com 2 Quartos a  Venda, 66m2","sem info",9999,"Centro Historico",66,2,1,0,297000,4500,4314902036,8878,2408.44229830177,63,161.7,228,36862,12.61,12.601487159729,3969,2.53449010848999
"268",1647,"Apartamento com 2 Quartos a  Venda, 69m2","Avenida Borges de Medeiros",1214,"Centro Historico",69,2,1,0,590000,8550.72463768116,4314902036,8878,2408.44229830177,63,161.7,228,36862,12.61,13.287878036499,3969,2.53449010848999
"269",5841,"Apartamento com 3 Quartos a  Venda, 100m2","sem info",9999,"Centro Historico",100,3,2,0,340000,3400,4314902036,8878,2408.44229830177,63,161.7,228,36862,12.61,12.7367010116577,3969,2.53449010848999
"270",5055,"Apartamento com  Quarto a  Venda, 46m2","Rua Gaston Englert",9999,"Vila Ipiranga",46,1,1,0,275000,5978.26086956522,4314902057,1055,503.555916185385,63,40.3,520,20951,8.99,12.5245265960693,3969,2.19611287117004
"271",91,"Apartamento com 2 Quartos a  Venda, 85m2","Rua Ramiro Barcelos",1920,"Bom Fim",85,2,2,0,429990,5058.70588235294,4314902038,928,817.549114615452,63,298.7,38,11351,15.8,12.9715175628662,3969,2.76001000404358
"272",986,"Apartamento com  Quarto a  Venda, 62m2","Avenida Venancio Aires",115,"Cidade Baixa",62,1,1,0,290000,4677.41935483871,4314902003,1784,1072.50210412408,63,210.6,79,16634,11.2,12.5776357650757,3969,2.41591382026672
"273",492,"Apartamento com  Quarto a  Venda, 47m2","Rua Casemiro de Abreu",610,"Moinhos de Vento",47,1,1,0,395000,8404.25531914894,4314902041,801,992.934176273708,63,98.4,82,8067,29.33,12.8866415023804,3969,3.37861084938049
"274",3390,"Apartamento com 3 Quartos a  Venda, 90m2","Rua Santo Antonio",9999,"Floresta",90,3,2,0,424000,4711.11111111111,4314902040,2528,1691.98848805301,63,89.5,167,14941,12.39,12.9574890136719,3969,2.51688981056213
"275",9726,"Apartamento com 2 Quartos a  Venda, 68m2","sem info",9999,"Petropolis",68,2,2,0,270000,3970.58823529412,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,12.5061769485474,3969,3.01406311988831
"276",8492,"Apartamento com  Quarto a  Venda, 47m2","sem info",9999,"Petropolis",47,1,1,0,269000,5723.40425531915,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,12.5024662017822,3969,3.01406311988831
"277",4182,"Apartamento com 2 Quartos a  Venda, 71m2","sem info",9999,"Floresta",71,2,2,0,150000,2112.67605633803,4314902040,2528,1691.98848805301,63,89.5,167,14941,12.39,11.9183902740479,3969,2.51688981056213
"278",9671,"Apartamento com  Quarto a  Venda, 33m2","Rua Umbu",657,"Passo da Areia",33,1,1,0,144700,4384.84848484848,4314902050,1950,844.777541913963,63,94.6,244,23083,9.96,11.882417678833,3969,2.29857707023621
"279",9501,"Apartamento com 2 Quartos a  Venda, 56m2","Rua Engenheiro Walter Boehl",230,"Vila Ipiranga",56,2,1,0,259900,4641.07142857143,4314902057,1055,503.555916185385,63,40.3,520,20951,8.99,12.4680519104004,3969,2.19611287117004
"280",5054,"Apartamento com  Quarto a  Venda, 43m2","Rua dos Andradas",9999,"Centro Historico",43,1,1,0,320000,7441.86046511628,4314902036,8878,2408.44229830177,63,161.7,228,36862,12.61,12.6760759353638,3969,2.53449010848999
"281",749,"Apartamento com 2 Quartos a  Venda, 66m2","Avenida Ipiranga",3427,"Partenon",66,2,1,0,250000,3787.87878787879,4314902015,2817,593.552465233881,36,83.3,570,47460,7.54,12.4292163848877,1296,2.02022218704224
"282",6525,"Apartamento com 2 Quartos a  Venda, 58m2","Rua Mariante",722,"Rio Branco",58,2,1,0,350000,6034.48275862069,4314902042,1212,635.586554093031,63,140.2,136,19069,20.5,12.7656888961792,3969,3.02042484283447
"283",602,"Apartamento com 2 Quartos a  Venda, 60m2","Rua Lobo da Costa",200,"Cidade Baixa",60,2,1,0,190000,3166.66666666667,4314902003,1784,1072.50210412408,63,210.6,79,16634,11.2,12.1547794342041,3969,2.41591382026672
"284",9832,"Apartamento com 2 Quartos a  Venda, 63m2","Rua Congonhas",50,"Jardim Itu Sabara",63,2,1,0,220000,3492.06349206349,4314902064,450,144.569023677193,54,68.1,457,31127,9.17,12.3013830184937,2916,2.21593737602234
"285",5352,"Apartamento com 2 Quartos a  Venda, 80m2","Rua alvaro Chaves",9999,"Floresta",80,2,1,0,249900,3123.75,4314902040,2528,1691.98848805301,63,89.5,167,14941,12.39,12.4288158416748,3969,2.51688981056213
"286",2498,"Apartamento com  Quarto a  Venda, 44m2","Avenida Alberto Bins",660,"Centro Historico",44,1,1,0,192000,4363.63636363636,4314902036,8878,2408.44229830177,63,161.7,228,36862,12.61,12.1652507781982,3969,2.53449010848999
"287",7401,"Apartamento com  Quarto a  Venda, 42m2","sem info",9999,"Santana",42,1,1,0,130000,3095.2380952381,4314902007,1623,764.808444465388,63,142.4,149,21221,13.93,11.7752895355225,3969,2.63404488563538
"288",1277,"Apartamento com 2 Quartos a  Venda, 58m2","Avenida Protasio Alves",9999,"Petropolis",58,2,1,0,135000,2327.58620689655,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,11.8130302429199,3969,3.01406311988831
"289",8752,"Apartamento com 2 Quartos a  Venda, 60m2","Avenida Wenceslau Escobar",9999,"Tristeza",60,2,2,0,320000,5333.33333333333,4314902026,965,638.01652892562,63,57.3,264,15125,14.57,12.6760759353638,3969,2.67896461486816
"290",9515,"Apartamento com 3 Quartos a  Venda, 154m2","Rua Coronel Fernando Machado",839,"Centro Historico",154,3,4,0,550000,3571.42857142857,4314902036,8878,2408.44229830177,63,161.7,228,36862,12.61,13.2176733016968,3969,2.53449010848999
"291",8863,"Apartamento com 3 Quartos a  Venda, 108m2","sem info",9999,"Bom Fim",108,3,1,0,380000,3518.51851851852,4314902038,928,817.549114615452,63,298.7,38,11351,15.8,12.8479261398315,3969,2.76001000404358
"292",3340,"Apartamento com  Quarto a  Venda, 44m2","Rua Jacinto Gomes",585,"Santana",44,1,1,0,215000,4886.36363636364,4314902007,1623,764.808444465388,63,142.4,149,21221,13.93,12.2783937454224,3969,2.63404488563538
"293",1856,"Apartamento com 2 Quartos a  Venda, 103m2","Rua Marques do Herval",514,"Moinhos de Vento",103,2,1,0,420000,4077.66990291262,4314902041,801,992.934176273708,63,98.4,82,8067,29.33,12.9480104446411,3969,3.37861084938049
"294",4413,"Apartamento com  Quarto a  Venda, 45m2","Avenida Borges de Medeiros",652,"Centro Historico",45,1,1,0,202500,4500,4314902036,8878,2408.44229830177,63,161.7,228,36862,12.61,12.2184953689575,3969,2.53449010848999
"295",1152,"Apartamento com  Quarto a  Venda, 39m2","Rua Felipe Neri",267,"Auxiliadora",39,1,1,0,260000,6666.66666666667,4314902045,770,771.156735102654,63,121.8,82,9985,19.57,12.4684371948242,3969,2.9739978313446
"296",833,"Apartamento com 2 Quartos a  Venda, 64m2","sem info",9999,"Cristal",64,2,1,0,240000,3750,4314902024,1421,674.931129476584,63,78,270,21054,8.53,12.3883943557739,3969,2.14358925819397
"297",8292,"Apartamento com 2 Quartos a  Venda, 67m2","Rua Professor Cristiano Fischer",120,"Petropolis",67,2,2,0,290000,4328.35820895522,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,12.5776357650757,3969,3.01406311988831
"298",1129,"Apartamento com 3 Quartos a  Venda, 88m2","Rua Marques do Pombal",788,"Moinhos de Vento",88,3,3,0,490000,5568.18181818182,4314902041,801,992.934176273708,63,98.4,82,8067,29.33,13.1021604537964,3969,3.37861084938049
"299",5016,"Apartamento com  Quarto a  Venda, 45m2","Rua dos Andradas",943,"Centro Historico",45,1,1,0,150000,3333.33333333333,4314902036,8878,2408.44229830177,63,161.7,228,36862,12.61,11.9183902740479,3969,2.53449010848999
"300",4675,"Apartamento com  Quarto a  Venda, 61m2","Rua Doutor Ramiro D'avila",120,"Azenha",61,1,2,0,264000,4327.86885245902,4314902008,1493,1110.11971150271,63,106.7,126,13449,10.73,12.4837045669556,3969,2.37304353713989
"301",4598,"Apartamento com  Quarto a  Venda, 61m2","Rua Doutor Ramiro D'avila",120,"Azenha",61,1,2,0,264000,4327.86885245902,4314902008,1493,1110.11971150271,63,106.7,126,13449,10.73,12.4837045669556,3969,2.37304353713989
"302",2478,"Apartamento com 2 Quartos a  Venda, 83m2","Rua Eudoro Berlink",380,"Auxiliadora",83,2,1,0,314000,3783.13253012048,4314902045,770,771.156735102654,63,121.8,82,9985,19.57,12.6571483612061,3969,2.9739978313446
"303",7547,"Apartamento com  Quarto a  Venda, 44m2","sem info",9999,"Centro Historico",44,1,1,0,190000,4318.18181818182,4314902036,8878,2408.44229830177,63,161.7,228,36862,12.61,12.1547794342041,3969,2.53449010848999
"304",6440,"Apartamento com 2 Quartos a  Venda, 125m2","Avenida Borges de Medeiros",1141,"Centro Historico",125,2,3,0,520000,4160,4314902036,8878,2408.44229830177,63,161.7,228,36862,12.61,13.1615839004517,3969,2.53449010848999
"305",1627,"Apartamento com  Quarto a  Venda, 45m2","sem info",9999,"Jardim Botanico",45,1,1,0,239000,5311.11111111111,4314902018,727,632.503915086132,63,56.6,203,11494,12.32,12.3842191696167,3969,2.51122403144836
"306",2767,"Apartamento com  Quarto a  Venda, 40m2","Rua Atanasio Belmonte",9999,"Boa Vista",40,1,1,0,133000,3325,4314902056,501,576.458405246807,63,54.3,160,8691,25.76,11.7981042861938,3969,3.24882292747498
"307",8808,"Apartamento com 2 Quartos a  Venda, 179m2","sem info",9999,"Bom Fim",179,2,2,0,450000,2513.96648044693,4314902038,928,817.549114615452,63,298.7,38,11351,15.8,13.0170030593872,3969,2.76001000404358
"308",6732,"Apartamento com  Quarto a  Venda, 44m2","Rua Dona Eugenia",954,"Petropolis",44,1,1,0,250000,5681.81818181818,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,12.4292163848877,3969,3.01406311988831
"309",774,"Apartamento com  Quarto a  Venda, 34m2","Avenida Borges de Medeiros",612,"Centro Historico",34,1,1,0,135000,3970.58823529412,4314902036,8878,2408.44229830177,63,161.7,228,36862,12.61,11.8130302429199,3969,2.53449010848999
"310",1878,"Apartamento com 2 Quartos a  Venda, 52m2","Avenida Carlos Gomes",531,"Auxiliadora",52,2,1,0,275000,5288.46153846154,4314902045,770,771.156735102654,63,121.8,82,9985,19.57,12.5245265960693,3969,2.9739978313446
"311",3748,"Apartamento com 3 Quartos a  Venda, 60m2","Rua Joaquim de Carvalho",235,"Vila Nova",60,3,1,0,189000,3150,4314902032,1416,427.213757731181,63,32.1,1031,33145,5.35,12.1495027542114,3969,1.6770966053009
"312",5406,"Apartamento com 2 Quartos a  Venda, 84m2","Avenida Plenio Brasil Milano",409,"Auxiliadora",84,2,1,0,310000,3690.47619047619,4314902045,770,771.156735102654,63,121.8,82,9985,19.57,12.6443271636963,3969,2.9739978313446
"313",9931,"Apartamento com 2 Quartos a  Venda, 57m2","Rua General Salustiano",330,"Centro Historico",57,2,1,0,3e+05,5263.15789473684,4314902036,8878,2408.44229830177,63,161.7,228,36862,12.61,12.6115379333496,3969,2.53449010848999
"314",8344,"Apartamento com  Quarto a  Venda, 37m2","Rua Mariano de Matos",66,"Menino Deus",37,1,1,0,109000,2945.94594594595,4314902004,2188,739.764005815329,63,137.6,215,29577,15.6,11.599102973938,3969,2.74727082252502
"315",9306,"Apartamento com 2 Quartos a  Venda, 150m2","sem info",9999,"Santana",150,2,2,0,417000,2780,4314902007,1623,764.808444465388,63,142.4,149,21221,13.93,12.9408416748047,3969,2.63404488563538
"316",7599,"Apartamento com 3 Quartos a  Venda, 95m2","Avenida Farrapos",1665,"Floresta",95,3,2,0,248000,2610.52631578947,4314902040,2528,1691.98848805301,63,89.5,167,14941,12.39,12.4211835861206,3969,2.51688981056213
"317",6478,"Apartamento com 2 Quartos a  Venda, 71m2","Rua Felipe Neri",266,"Auxiliadora",71,2,1,0,295000,4154.92957746479,4314902045,770,771.156735102654,63,121.8,82,9985,19.57,12.5947303771973,3969,2.9739978313446
"318",2716,"Apartamento com 2 Quartos a  Venda, 77m2","sem info",9999,"Santa Cecilia",77,2,2,0,269990,3506.36363636364,4314902006,558,962.068965517241,63,96.7,60,5800,14.53,12.506139755249,3969,2.67621541023254
"319",222,"Apartamento com  Quarto a  Venda, 65m2","Avenida Protasio Alves",1440,"Rio Branco",65,1,2,0,2e+05,3076.92307692308,4314902042,1212,635.586554093031,63,140.2,136,19069,20.5,12.206072807312,3969,3.02042484283447
"320",4463,"Apartamento com 2 Quartos a  Venda, 60m2","Rua Waldomiro Souza",20,"Jardim do Salso",60,2,1,0,149900,2498.33333333333,4314902069,286,556.095664009333,32,55.3,93,5143,11.44,11.9177236557007,1024,2.43711590766907
"321",3938,"Apartamento com 2 Quartos a  Venda, 64m2","sem info",9999,"Sao Geraldo",64,2,1,0,160000,2500,4314902047,908,1044.63874827428,63,60.4,144,8692,8.29,11.9829292297363,3969,2.11505007743835
"322",1303,"Apartamento com 2 Quartos a  Venda, 54m2","Rua Duque de Caxias",1525,"Centro Historico",54,2,1,0,280000,5185.18518518519,4314902036,8878,2408.44229830177,63,161.7,228,36862,12.61,12.5425453186035,3969,2.53449010848999
"323",8300,"Apartamento com 2 Quartos a  Venda, 51m2","Rua Luiz Fontoura Junior",9999,"Jardim Itu Sabara",51,2,1,0,270000,5294.11764705882,4314902064,450,144.569023677193,54,68.1,457,31127,9.17,12.5061769485474,2916,2.21593737602234
"324",345,"Apartamento com 2 Quartos a  Venda, 61m2","Rua Luiz Manoel",133,"Santana",61,2,1,0,220000,3606.55737704918,4314902007,1623,764.808444465388,63,142.4,149,21221,13.93,12.3013830184937,3969,2.63404488563538
"325",266,"Apartamento com  Quarto a  Venda, 25m2","sem info",9999,"Centro Historico",25,1,1,0,94800,3792,4314902036,8878,2408.44229830177,63,161.7,228,36862,12.61,11.4595251083374,3969,2.53449010848999
"326",7462,"Apartamento com 2 Quartos a  Venda, 88m2","sem info",9999,"Floresta",88,2,2,0,288000,3272.72727272727,4314902040,2528,1691.98848805301,63,89.5,167,14941,12.39,12.5707159042358,3969,2.51688981056213
"327",3158,"Apartamento com 3 Quartos a  Venda, 99m2","Travessa Nossa Senhora de Lourdes",9999,"Tristeza",99,3,2,0,780000,7878.78787878788,4314902026,965,638.01652892562,63,57.3,264,15125,14.57,13.5670490264893,3969,2.67896461486816
"328",1353,"Apartamento com  Quarto a  Venda, 58m2","Avenida Borges de Medeiros",652,"Centro Historico",58,1,1,0,220000,3793.10344827586,4314902036,8878,2408.44229830177,63,161.7,228,36862,12.61,12.3013830184937,3969,2.53449010848999
"329",6469,"Apartamento com  Quarto a  Venda, 41m2","sem info",9999,"Santo Antonio",41,1,1,0,239000,5829.26829268293,4314902014,1,0.694830461367426,63,111.6,129,14392,11.03,12.3842191696167,3969,2.4006187915802
"330",3949,"Apartamento com 2 Quartos a  Venda, 135m2","Avenida Desembargador Andre da Rocha",249,"Centro Historico",135,2,2,0,490000,3629.62962962963,4314902036,8878,2408.44229830177,63,161.7,228,36862,12.61,13.1021604537964,3969,2.53449010848999
"331",872,"Apartamento com  Quarto a  Venda, 40m2","Rua Professor Cristiano Fischer",2320,"Partenon",40,1,1,0,145000,3625,4314902015,2817,593.552465233881,36,83.3,570,47460,7.54,11.8844890594482,1296,2.02022218704224
"332",8251,"Apartamento com 3 Quartos a  Venda, 99m2","sem info",9999,"Auxiliadora",99,3,1,0,399000,4030.30303030303,4314902045,770,771.156735102654,63,121.8,82,9985,19.57,12.8967170715332,3969,2.9739978313446
"333",2781,"Apartamento com 2 Quartos a  Venda, 75m2","Rua Coronel Fernando Machado",9999,"Centro Historico",75,2,1,0,250000,3333.33333333333,4314902036,8878,2408.44229830177,63,161.7,228,36862,12.61,12.4292163848877,3969,2.53449010848999
"334",3737,"Apartamento com 2 Quartos a  Venda, 68m2","Avenida Bento Goncalves",9999,"Partenon",68,2,1,0,279000,4102.94117647059,4314902015,2817,593.552465233881,36,83.3,570,47460,7.54,12.5389671325684,1296,2.02022218704224
"335",9946,"Apartamento com 2 Quartos a  Venda, 60m2","Rua Curupaiti",9999,"Cristal",60,2,1,0,430000,7166.66666666667,4314902024,1421,674.931129476584,63,78,270,21054,8.53,12.9715404510498,3969,2.14358925819397
"336",6783,"Apartamento com  Quarto a  Venda, 28m2","Rua General Cipriano Ferreira",9999,"Centro Historico",28,1,1,0,160000,5714.28571428571,4314902036,8878,2408.44229830177,63,161.7,228,36862,12.61,11.9829292297363,3969,2.53449010848999
"337",5252,"Apartamento com  Quarto a  Venda, 35m2","Rua dos Andradas",227,"Centro Historico",35,1,1,0,190000,5428.57142857143,4314902036,8878,2408.44229830177,63,161.7,228,36862,12.61,12.1547794342041,3969,2.53449010848999
"338",6708,"Apartamento com  Quarto a  Venda, 52m2","Rua General Rondon",666,"Tristeza",52,1,1,0,210000,4038.46153846154,4314902026,965,638.01652892562,63,57.3,264,15125,14.57,12.2548627853394,3969,2.67896461486816
"339",9474,"Apartamento com  Quarto a  Venda, 57m2","sem info",9999,"Jardim Botanico",57,1,1,0,195000,3421.05263157895,4314902018,727,632.503915086132,63,56.6,203,11494,12.32,12.1807546615601,3969,2.51122403144836
"340",3589,"Apartamento com 2 Quartos a  Venda, 46m2","Rua Jose Domingos Varella",61,"Cavalhada",46,2,1,0,165000,3586.95652173913,4314902022,1574,792.787347637756,63,55.6,357,19854,7.48,12.0137004852295,3969,2.01223278045654
"341",1394,"Apartamento com 2 Quartos a  Venda, 99m2","sem info",9999,"Bom Fim",99,2,2,0,388000,3919.19191919192,4314902038,928,817.549114615452,63,298.7,38,11351,15.8,12.8687610626221,3969,2.76001000404358
"342",6602,"Apartamento com 3 Quartos a  Venda, 95m2","Rua Barbedo",629,"Menino Deus",95,3,2,0,380000,4000,4314902004,2188,739.764005815329,63,137.6,215,29577,15.6,12.8479261398315,3969,2.74727082252502
"343",5151,"Apartamento com 2 Quartos a  Venda, 64m2","Rua Marcelio Dias",934,"Menino Deus",64,2,1,0,295000,4609.375,4314902004,2188,739.764005815329,63,137.6,215,29577,15.6,12.5947303771973,3969,2.74727082252502
"344",9169,"Apartamento com 2 Quartos a  Venda, 109m2","sem info",9999,"Moinhos de Vento",109,2,2,0,350000,3211.00917431193,4314902041,801,992.934176273708,63,98.4,82,8067,29.33,12.7656888961792,3969,3.37861084938049
"345",8348,"Apartamento com 3 Quartos a  Venda, 88m2","Rua Coronel Bordini",497,"Auxiliadora",88,3,2,0,340000,3863.63636363636,4314902045,770,771.156735102654,63,121.8,82,9985,19.57,12.7367010116577,3969,2.9739978313446
"346",1782,"Apartamento com 2 Quartos a  Venda, 72m2","Rua Vasco da Gama",498,"Bom Fim",72,2,1,0,350000,4861.11111111111,4314902038,928,817.549114615452,63,298.7,38,11351,15.8,12.7656888961792,3969,2.76001000404358
"347",3643,"Apartamento com 2 Quartos a  Venda, 93m2","Avenida Joao Pessoa",437,"Cidade Baixa",93,2,2,0,285000,3064.51612903226,4314902003,1784,1072.50210412408,63,210.6,79,16634,11.2,12.5602445602417,3969,2.41591382026672
"348",2844,"Apartamento com  Quarto a  Venda, 41m2","Rua Lasar Segall",570,"Sao Sebastiao",41,1,1,0,150000,3658.53658536585,4314902065,705,1090.48723897912,50,92.4,70,6465,10.12,11.9183902740479,2500,2.31451368331909
"349",8974,"Apartamento com 2 Quartos a  Venda, 56m2","Rua Sorocaba",9999,"Passo da Areia",56,2,1,0,198000,3535.71428571429,4314902050,1950,844.777541913963,63,94.6,244,23083,9.96,12.1960220336914,3969,2.29857707023621
"350",1189,"Apartamento com 2 Quartos a  Venda, 63m2","Rua Humberto de Campos",681,"Partenon",63,2,1,0,149000,2365.07936507937,4314902015,2817,593.552465233881,36,83.3,570,47460,7.54,11.9117012023926,1296,2.02022218704224
"351",5108,"Apartamento com  Quarto a  Venda, 39m2","Rua dos Andradas",245,"Centro Historico",39,1,1,0,160000,4102.5641025641,4314902036,8878,2408.44229830177,63,161.7,228,36862,12.61,11.9829292297363,3969,2.53449010848999
"352",1211,"Apartamento com 2 Quartos a  Venda, 58m2","Rua Eurico Lara",103,"Medianeira",58,2,1,0,199800,3444.8275862069,4314902001,917,737.850016092694,65,88.8,140,12428,10.1,12.2050724029541,4225,2.31253552436829
"353",8374,"Apartamento com 3 Quartos a  Venda, 75m2","Avenida Jeronimo de Ornelas",9999,"Santana",75,3,1,0,370000,4933.33333333333,4314902007,1623,764.808444465388,63,142.4,149,21221,13.93,12.8212585449219,3969,2.63404488563538
"354",6903,"Apartamento com 3 Quartos a  Venda, 63m2","sem info",9999,"Hipica",63,3,1,0,232000,3682.53968253968,4314902072,693,668.725272604458,31,23.2,447,10363,4.85,12.3544921875,961,1.57897865772247
"355",2968,"Apartamento com 2 Quartos a  Venda, 40m2","Rua Irma Teresilda Steffen",255,"Mario Quintana",40,2,1,0,62070,1551.75,4314902078,1365,624.77114610033,24,32.2,678,21848,2.45,11.036018371582,576,0.896088004112244
"356",2711,"Apartamento com 2 Quartos a  Venda, 57m2","Avenida Praia de Belas",9999,"Praia de Belas",57,2,1,0,273000,4789.47368421053,4314902002,1931,10331.7281968967,63,9.2,204,1869,12.3,12.5172271728516,3969,2.50959920883179
"357",5166,"Apartamento com 2 Quartos a  Venda, 80m2","Praca Conde de Porto Alegre",15,"Centro Historico",80,2,1,0,3e+05,3750,4314902036,8878,2408.44229830177,63,161.7,228,36862,12.61,12.6115379333496,3969,2.53449010848999
"358",511,"Apartamento com 3 Quartos a  Venda, 95m2","Rua Coronel Fernando Machado",73,"Centro Historico",95,3,2,0,325000,3421.05263157895,4314902036,8878,2408.44229830177,63,161.7,228,36862,12.61,12.6915807723999,3969,2.53449010848999
"359",9349,"Apartamento com  Quarto a  Venda, 48m2","Rua Barao do Gravatae",9999,"Menino Deus",48,1,1,0,265000,5520.83333333333,4314902004,2188,739.764005815329,63,137.6,215,29577,15.6,12.4874849319458,3969,2.74727082252502
"360",1524,"Apartamento com  Quarto a  Venda, 40m2","sem info",9999,"Cidade Baixa",40,1,1,0,210000,5250,4314902003,1784,1072.50210412408,63,210.6,79,16634,11.2,12.2548627853394,3969,2.41591382026672
"361",3550,"Apartamento com 2 Quartos a  Venda, 111m2","sem info",9999,"Cidade Baixa",111,2,2,0,365000,3288.28828828829,4314902003,1784,1072.50210412408,63,210.6,79,16634,11.2,12.8076524734497,3969,2.41591382026672
"362",8356,"Apartamento com  Quarto a  Venda, 45m2","Rua Avae",129,"Centro Historico",45,1,1,0,178900,3975.55555555556,4314902036,8878,2408.44229830177,63,161.7,228,36862,12.61,12.0945825576782,3969,2.53449010848999
"363",270,"Apartamento com 2 Quartos a  Venda, 48m2","Rua Padre Angelo Corso",9999,"Cavalhada",48,2,1,0,169000,3520.83333333333,4314902022,1574,792.787347637756,63,55.6,357,19854,7.48,12.0376539230347,3969,2.01223278045654
"364",6577,"Apartamento com 2 Quartos a  Venda, 90m2","Rua Coronel Fernando Machado",560,"Centro Historico",90,2,2,0,6e+05,6666.66666666667,4314902036,8878,2408.44229830177,63,161.7,228,36862,12.61,13.3046846389771,3969,2.53449010848999
"365",8144,"Apartamento com 2 Quartos a  Venda, 72m2","Avenida Ceara",50,"Sao Joao",72,2,1,0,230000,3194.44444444444,4314902046,1799,1358.96661127058,63,26.9,492,13238,12.14,12.3458347320557,3969,2.49650573730469
"366",5561,"Apartamento com  Quarto a  Venda, 49m2","Rua Professor Freitas e Castro",517,"Azenha",49,1,1,0,170000,3469.38775510204,4314902008,1493,1110.11971150271,63,106.7,126,13449,10.73,12.043553352356,3969,2.37304353713989
"367",2696,"Apartamento com  Quarto a  Venda, 44m2","sem info",9999,"Cristo Redentor",44,1,1,0,144900,3293.18181818182,4314902051,1121,696.14357573123,63,108.8,148,16103,10.61,11.8837995529175,3969,2.36179685592651
"368",2650,"Apartamento com 3 Quartos a  Venda, 205m2","sem info",9999,"Centro Historico",205,3,3,0,960000,4682.92682926829,4314902036,8878,2408.44229830177,63,161.7,228,36862,12.61,13.7746887207031,3969,2.53449010848999
"369",9077,"Apartamento com 2 Quartos a  Venda, 70m2","Avenida Farrapos",9999,"Floresta",70,2,1,0,159000,2271.42857142857,4314902040,2528,1691.98848805301,63,89.5,167,14941,12.39,11.9766597747803,3969,2.51688981056213
