"","Ordem","Titulo","Endereco","Numero","Bairro","Area","Quartos","Banheiros","Vagas","Preco","Preco_m2","cod_bairro","qtde_bo","bo_per_capita","idadedobairro","dens_pop","areaHa","pop_2010","renda_med_dom_SM_mes","lnpreco","idade2","lnrenda"
"3565",4938,"Apartamento com  Quarto a  Venda, 40m2","Rua Guilherme Alves",9999,"Jardim Botanico",40,1,1,1,270000,6750,4314902018,727,632.503915086132,63,56.6,203,11494,12.32,12.5061769485474,3969,2.51122403144836
"3566",1623,"Apartamento com  Quarto a  Venda, 69m2","Rua Mario Antunes da Cunha",275,"Petropolis",69,1,1,1,818000,11855.0724637681,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,13.6146173477173,3969,3.01406311988831
"3567",3191,"Apartamento com 3 Quartos a  Venda, 86m2","Rua Joao Bastian",35,"Tres Figueiras",86,3,3,1,489000,5686.04651162791,4314902058,276,754.716981132075,63,34.5,106,3657,37,13.1001176834106,3969,3.61091780662537
"3568",3909,"Apartamento com  Quarto a  Venda, 40m2","Rua Doutor Pio Fiori de Azevedo",55,"Vila Nova",40,1,1,1,145000,3625,4314902032,1416,427.213757731181,63,32.1,1031,33145,5.35,11.8844890594482,3969,1.6770966053009
"3569",6197,"Apartamento com 2 Quartos a  Venda, 84m2","Avenida Mariland",9999,"Mont' Serrat",84,2,2,1,650000,7738.09523809524,4314902044,432,422.039859320047,63,129.6,79,10236,24.07,13.3847274780273,3969,3.18096613883972
"3570",1317,"Apartamento com  Quarto a  Venda, 54m2","Rua Goncalves Dias",9999,"Menino Deus",54,1,1,1,380000,7037.03703703704,4314902004,2188,739.764005815329,63,137.6,215,29577,15.6,12.8479261398315,3969,2.74727082252502
"3571",1036,"Apartamento com  Quarto a  Venda, 44m2","Rua Ivo Janson",240,"Partenon",44,1,1,1,199000,4522.72727272727,4314902015,2817,593.552465233881,36,83.3,570,47460,7.54,12.201060295105,1296,2.02022218704224
"3572",3183,"Apartamento com 2 Quartos a  Venda, 59m2","Avenida Palmira Gobbi",130,"Humaita",59,2,1,1,180000,3050.84745762712,4314902066,904,863.41929321872,34,25.1,417,10470,6,12.1007118225098,1156,1.7917594909668
"3573",6751,"Apartamento com 2 Quartos a  Venda, 131m2","sem info",9999,"Higienopolis",131,2,3,1,590000,4503.81679389313,4314902049,509,559.586631486368,63,88.3,103,9096,17.53,13.287878036499,3969,2.86391377449036
"3574",7303,"Apartamento com 2 Quartos a  Venda, 71m2","Rua Octavio de Souza",343,"Teresopolis",71,2,2,1,289000,4070.42253521127,4314902011,757,589.380255372158,63,43.5,295,12844,10.31,12.5741815567017,3969,2.33311438560486
"3575",6583,"Apartamento com 2 Quartos a  Venda, 50m2","sem info",9999,"Sarandi",50,2,1,1,220000,4400,4314902061,3501,579.606973163585,63,64,944,60403,5.01,12.3013830184937,3969,1.61143589019775
"3576",7463,"Apartamento com 2 Quartos a  Venda, 74m2","Rua Lopes Teixeira",379,"Jardim Itu Sabara",74,2,1,1,498000,6729.72972972973,4314902064,450,144.569023677193,54,68.1,457,31127,9.17,13.1183557510376,2916,2.21593737602234
"3577",6456,"Apartamento com 2 Quartos a  Venda, 60m2","sem info",9999,"Gloria",60,2,2,1,580000,9666.66666666667,4314902012,675,766.261777727324,63,83.9,105,8809,10.37,13.2707834243774,3969,2.33891701698303
"3578",3407,"Apartamento com 2 Quartos a  Venda, 51m2","sem info",9999,"Gloria",51,2,1,1,330000,6470.58823529412,4314902012,675,766.261777727324,63,83.9,105,8809,10.37,12.7068481445312,3969,2.33891701698303
"3579",9083,"Apartamento com  Quarto a  Venda, 27m2","sem info",9999,"Petropolis",27,1,1,1,506000,18740.7407407407,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,13.1342916488647,3969,3.01406311988831
"3580",5869,"Apartamento com 2 Quartos a  Venda, 77m2","sem info",9999,"Petropolis",77,2,2,1,599000,7779.22077922078,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,13.3030166625977,3969,3.01406311988831
"3581",607,"Apartamento com 2 Quartos a  Venda, 70m2","Rua Correa Lima",87,"Menino Deus",70,2,2,1,449000,6414.28571428571,4314902004,2188,739.764005815329,63,137.6,215,29577,15.6,13.014778137207,3969,2.74727082252502
"3582",3017,"Apartamento com 3 Quartos a  Venda, 71m2","Avenida Romeu Samarani Ferreira",265,"Vila Nova",71,3,1,1,205000,2887.32394366197,4314902032,1416,427.213757731181,63,32.1,1031,33145,5.35,12.2307653427124,3969,1.6770966053009
"3583",5303,"Apartamento com 2 Quartos a  Venda, 90m2","Rua Murilo Furtado",49,"Petropolis",90,2,2,1,320000,3555.55555555556,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,12.6760759353638,3969,3.01406311988831
"3584",8242,"Apartamento com 2 Quartos a  Venda, 98m2","Rua General Lima e Silva",707,"Cidade Baixa",98,2,2,1,760000,7755.10204081633,4314902003,1784,1072.50210412408,63,210.6,79,16634,11.2,13.5410737991333,3969,2.41591382026672
"3585",3149,"Apartamento com 2 Quartos a  Venda, 92m2","sem info",9999,"Menino Deus",92,2,2,1,720000,7826.08695652174,4314902004,2188,739.764005815329,63,137.6,215,29577,15.6,13.487006187439,3969,2.74727082252502
"3586",7790,"Apartamento com 2 Quartos a  Venda, 72m2","sem info",9999,"Bom Fim",72,2,2,1,540000,7500,4314902038,928,817.549114615452,63,298.7,38,11351,15.8,13.1993246078491,3969,2.76001000404358
"3587",1193,"Apartamento com 2 Quartos a  Venda, 76m2","Rua Jose de Alencar",1281,"Menino Deus",76,2,2,1,599000,7881.57894736842,4314902004,2188,739.764005815329,63,137.6,215,29577,15.6,13.3030166625977,3969,2.74727082252502
"3588",9801,"Apartamento com 2 Quartos a  Venda, 63m2","sem info",9999,"Auxiliadora",63,2,1,1,6e+05,9523.80952380952,4314902045,770,771.156735102654,63,121.8,82,9985,19.57,13.3046846389771,3969,2.9739978313446
"3589",2547,"Apartamento com 3 Quartos a  Venda, 110m2","Rua Luiz So",80,"Bela Vista",110,3,3,1,850000,7727.27272727273,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.6529912948608,3969,3.5461630821228
"3590",6549,"Apartamento com 2 Quartos a  Venda, 72m2","Rua Barao do Gravatae",252,"Menino Deus",72,2,2,1,466500,6479.16666666667,4314902004,2188,739.764005815329,63,137.6,215,29577,15.6,13.0530128479004,3969,2.74727082252502
"3591",1361,"Apartamento com  Quarto a  Venda, 37m2","Rua Valdir Antonio Lopes",199,"Tres Figueiras",37,1,1,1,430000,11621.6216216216,4314902058,276,754.716981132075,63,34.5,106,3657,37,12.9715404510498,3969,3.61091780662537
"3592",5346,"Apartamento com 2 Quartos a  Venda, 69m2","Avenida Cristovao Colombo",3870,"Higienopolis",69,2,2,1,420000,6086.95652173913,4314902049,509,559.586631486368,63,88.3,103,9096,17.53,12.9480104446411,3969,2.86391377449036
"3593",4807,"Apartamento com 2 Quartos a  Venda, 63m2","Rua Anita Garibaldi",1877,"Boa Vista",63,2,1,1,259000,4111.11111111111,4314902056,501,576.458405246807,63,54.3,160,8691,25.76,12.4645833969116,3969,3.24882292747498
"3594",3715,"Apartamento com 2 Quartos a  Venda, 94m2","Avenida Iguassu",99,"Petropolis",94,2,2,1,445000,4734.04255319149,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,13.0058298110962,3969,3.01406311988831
"3595",1074,"Apartamento com 2 Quartos a  Venda, 66m2","sem info",9999,"Petropolis",66,2,2,1,592267,8973.74242424242,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,13.2917127609253,3969,3.01406311988831
"3596",4305,"Apartamento com 3 Quartos a  Venda, 71m2","Avenida da Cavalhada",4530,"Cavalhada",71,3,2,1,380000,5352.11267605634,4314902022,1574,792.787347637756,63,55.6,357,19854,7.48,12.8479261398315,3969,2.01223278045654
"3597",1533,"Apartamento com 2 Quartos a  Venda, 65m2","Avenida Loureiro da Silva",1500,"Cidade Baixa",65,2,1,1,375000,5769.23076923077,4314902003,1784,1072.50210412408,63,210.6,79,16634,11.2,12.8346815109253,3969,2.41591382026672
"3598",6572,"Apartamento com  Quarto a  Venda, 49m2","sem info",9999,"Teresopolis",49,1,1,1,295000,6020.40816326531,4314902011,757,589.380255372158,63,43.5,295,12844,10.31,12.5947303771973,3969,2.33311438560486
"3599",3979,"Apartamento com  Quarto a  Venda, 52m2","sem info",9999,"Petropolis",52,1,1,1,570000,10961.5384615385,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,13.2533912658691,3969,3.01406311988831
"3600",8547,"Apartamento com 2 Quartos a  Venda, 58m2","Avenida Lavras",15,"Petropolis",58,2,1,1,341000,5879.31034482759,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,12.7396373748779,3969,3.01406311988831
"3601",6900,"Apartamento com 2 Quartos a  Venda, 91m2","Rua Jau",160,"Cristo Redentor",91,2,2,1,634000,6967.03296703297,4314902051,1121,696.14357573123,63,108.8,148,16103,10.61,13.3598041534424,3969,2.36179685592651
"3602",9756,"Apartamento com 3 Quartos a  Venda, 129m2","Travessa Coronel Antonio Carneiro Pinto",63,"Petropolis",129,3,2,1,904900,7014.72868217054,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,13.7155799865723,3969,3.01406311988831
"3603",3816,"Apartamento com  Quarto a  Venda, 37m2","sem info",9999,"Jardim Botanico",37,1,1,1,500466,13526.1081081081,4314902018,727,632.503915086132,63,56.6,203,11494,12.32,13.1232948303223,3969,2.51122403144836
"3604",8039,"Apartamento com 2 Quartos a  Venda, 72m2","Rua Jaguari",9999,"Cristal",72,2,1,1,260000,3611.11111111111,4314902024,1421,674.931129476584,63,78,270,21054,8.53,12.4684371948242,3969,2.14358925819397
"3605",6750,"Apartamento com 3 Quartos a  Venda, 77m2","Rua Doutor Barcelos",1203,"Tristeza",77,3,1,1,5e+05,6493.50649350649,4314902026,965,638.01652892562,63,57.3,264,15125,14.57,13.1223630905151,3969,2.67896461486816
"3606",2372,"Apartamento com  Quarto a  Venda, 39m2","sem info",9999,"Praia de Belas",39,1,1,1,530000,13589.7435897436,4314902002,1931,10331.7281968967,63,9.2,204,1869,12.3,13.1806325912476,3969,2.50959920883179
"3607",7319,"Apartamento com  Quarto a  Venda, 42m2","Avenida Ipiranga",9999,"Jardim Botanico",42,1,1,1,171000,4071.42857142857,4314902018,727,632.503915086132,63,56.6,203,11494,12.32,12.0494184494019,3969,2.51122403144836
"3608",9906,"Apartamento com  Quarto a  Venda, 40m2","Beco Pedro Rodrigues Bittencourt",9999,"Vila Nova",40,1,1,1,160000,4000,4314902032,1416,427.213757731181,63,32.1,1031,33145,5.35,11.9829292297363,3969,1.6770966053009
"3609",7487,"Apartamento com 2 Quartos a  Venda, 74m2","sem info",9999,"Jardim Botanico",74,2,1,1,470000,6351.35135135135,4314902018,727,632.503915086132,63,56.6,203,11494,12.32,13.0604877471924,3969,2.51122403144836
"3610",3560,"Apartamento com 3 Quartos a  Venda, 50m2","Rua Deodoro",205,"Petropolis",50,3,1,1,175000,3500,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,12.0725412368774,3969,3.01406311988831
"3611",6959,"Apartamento com  Quarto a  Venda, 45m2","Rua Portugal",1245,"Higienopolis",45,1,1,1,265000,5888.88888888889,4314902049,509,559.586631486368,63,88.3,103,9096,17.53,12.4874849319458,3969,2.86391377449036
"3612",7178,"Apartamento com 2 Quartos a  Venda, 75m2","Avenida Protasio Alves",9999,"Chacara das Pedras",75,2,2,1,469900,6265.33333333333,4314902059,361,513.221495592835,63,69,102,7034,20.68,13.0602750778198,3969,3.02916693687439
"3613",7688,"Apartamento com 2 Quartos a  Venda, 76m2","Rua Dom Diogo de Souza",694,"Cristo Redentor",76,2,2,1,360000,4736.84210526316,4314902051,1121,696.14357573123,63,108.8,148,16103,10.61,12.7938594818115,3969,2.36179685592651
"3614",3712,"Apartamento com 2 Quartos a  Venda, 75m2","Avenida Soledade",441,"Petropolis",75,2,3,1,1146293,15283.9066666667,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,13.9520435333252,3969,3.01406311988831
"3615",4395,"Apartamento com 3 Quartos a  Venda, 128m2","sem info",9999,"Menino Deus",128,3,3,1,490000,3828.125,4314902004,2188,739.764005815329,63,137.6,215,29577,15.6,13.1021604537964,3969,2.74727082252502
"3616",6268,"Apartamento com 2 Quartos a  Venda, 84m2","Rua Joaquim Cruz",199,"Santo Antonio",84,2,2,1,4e+05,4761.90476190476,4314902014,1,0.694830461367426,63,111.6,129,14392,11.03,12.8992195129395,3969,2.4006187915802
"3617",1028,"Apartamento com 3 Quartos a  Venda, 138m2","Avenida da Cavalhada",9999,"Cavalhada",138,3,2,1,426500,3090.57971014493,4314902022,1574,792.787347637756,63,55.6,357,19854,7.48,12.9633674621582,3969,2.01223278045654
"3618",9398,"Apartamento com 3 Quartos a  Venda, 120m2","Rua Jatae",865,"Cristal",120,3,3,1,494000,4116.66666666667,4314902024,1421,674.931129476584,63,78,270,21054,8.53,13.1102905273438,3969,2.14358925819397
"3619",9245,"Apartamento com  Quarto a  Venda, 61m2","Rua Fatima",284,"Partenon",61,1,1,1,330000,5409.83606557377,4314902015,2817,593.552465233881,36,83.3,570,47460,7.54,12.7068481445312,1296,2.02022218704224
"3620",5757,"Apartamento com 3 Quartos a  Venda, 110m2","Rua Doutor Vale",9999,"Moinhos de Vento",110,3,2,1,720000,6545.45454545455,4314902041,801,992.934176273708,63,98.4,82,8067,29.33,13.487006187439,3969,3.37861084938049
"3621",1500,"Apartamento com 2 Quartos a  Venda, 65m2","Avenida Cristovao Colombo",9999,"Auxiliadora",65,2,1,1,298000,4584.61538461538,4314902045,770,771.156735102654,63,121.8,82,9985,19.57,12.6048488616943,3969,2.9739978313446
"3622",2563,"Apartamento com 3 Quartos a  Venda, 172m2","Rua Mariante",1061,"Bom Fim",172,3,3,1,817000,4750,4314902038,928,817.549114615452,63,298.7,38,11351,15.8,13.6133947372437,3969,2.76001000404358
"3623",5125,"Apartamento com 3 Quartos a  Venda, 84m2","Avenida Ipiranga",8400,"Jardim Botanico",84,3,2,1,474000,5642.85714285714,4314902018,727,632.503915086132,63,56.6,203,11494,12.32,13.0689630508423,3969,2.51122403144836
"3624",2680,"Apartamento com 3 Quartos a  Venda, 110m2","Avenida Doutor Nilo Pecanha",555,"Bela Vista",110,3,2,1,848000,7709.09090909091,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.6506357192993,3969,3.5461630821228
"3625",5773,"Apartamento com 3 Quartos a  Venda, 93m2","sem info",9999,"Jardim Lindoia",93,3,2,1,390000,4193.54838709677,4314902054,363,494.955004090537,63,92.8,79,7334,20.99,12.8739023208618,3969,3.04404616355896
"3626",1860,"Apartamento com 2 Quartos a  Venda, 64m2","Rua Luzitana",835,"Higienopolis",64,2,1,1,455800,7121.875,4314902049,509,559.586631486368,63,88.3,103,9096,17.53,13.0298089981079,3969,2.86391377449036
"3627",9354,"Apartamento com  Quarto a  Venda, 52m2","Rua Gutemberg",101,"Petropolis",52,1,2,1,595000,11442.3076923077,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,13.2963171005249,3969,3.01406311988831
"3628",2268,"Apartamento com 2 Quartos a  Venda, 66m2","sem info",9999,"Menino Deus",66,2,1,1,469900,7119.69696969697,4314902004,2188,739.764005815329,63,137.6,215,29577,15.6,13.0602750778198,3969,2.74727082252502
"3629",3855,"Apartamento com 2 Quartos a  Venda, 77m2","Rua Itaborae",1196,"Jardim Botanico",77,2,2,1,648500,8422.07792207792,4314902018,727,632.503915086132,63,56.6,203,11494,12.32,13.382417678833,3969,2.51122403144836
"3630",1832,"Apartamento com 2 Quartos a  Venda, 129m2","Travessa Alexandrino de Alencar",140,"Menino Deus",129,2,2,1,550000,4263.56589147287,4314902004,2188,739.764005815329,63,137.6,215,29577,15.6,13.2176733016968,3969,2.74727082252502
"3631",5153,"Apartamento com 2 Quartos a  Venda, 56m2","Rua Dona Oti",190,"Petropolis",56,2,2,1,349900,6248.21428571429,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,12.7654027938843,3969,3.01406311988831
"3632",4698,"Apartamento com  Quarto a  Venda, 43m2","Avenida Bernardi",386,"Cristo Redentor",43,1,1,1,150000,3488.37209302326,4314902051,1121,696.14357573123,63,108.8,148,16103,10.61,11.9183902740479,3969,2.36179685592651
"3633",8947,"Apartamento com 2 Quartos a  Venda, 63m2","sem info",9999,"Cristal",63,2,1,1,205000,3253.96825396825,4314902024,1421,674.931129476584,63,78,270,21054,8.53,12.2307653427124,3969,2.14358925819397
"3634",6690,"Apartamento com 2 Quartos a  Venda, 63m2","Rua Doutor Barcelos",1203,"Tristeza",63,2,1,1,367000,5825.39682539683,4314902026,965,638.01652892562,63,57.3,264,15125,14.57,12.8131170272827,3969,2.67896461486816
"3635",842,"Apartamento com 2 Quartos a  Venda, 56m2","sem info",9999,"Tristeza",56,2,2,1,450000,8035.71428571429,4314902026,965,638.01652892562,63,57.3,264,15125,14.57,13.0170030593872,3969,2.67896461486816
"3636",1466,"Apartamento com 3 Quartos a  Venda, 55m2","Rua Gabriel Franco da Luz",9999,"Sarandi",55,3,1,1,2e+05,3636.36363636364,4314902061,3501,579.606973163585,63,64,944,60403,5.01,12.206072807312,3969,1.61143589019775
"3637",3492,"Apartamento com 3 Quartos a  Venda, 105m2","Avenida Nova York",211,"Auxiliadora",105,3,3,1,550000,5238.09523809524,4314902045,770,771.156735102654,63,121.8,82,9985,19.57,13.2176733016968,3969,2.9739978313446
"3638",348,"Apartamento com 3 Quartos a  Venda, 91m2","Rua Dom Diogo de Souza",9999,"Cristo Redentor",91,3,2,1,489000,5373.62637362637,4314902051,1121,696.14357573123,63,108.8,148,16103,10.61,13.1001176834106,3969,2.36179685592651
"3639",8032,"Apartamento com  Quarto a  Venda, 93m2","Rua Marechal Mallet",9999,"Vila Joao Pessoa",93,1,1,1,198000,2129.03225806452,4314902016,536,509.408857631629,63,125.3,84,10522,5.58,12.1960220336914,3969,1.71918880939484
"3640",7488,"Apartamento com 2 Quartos a  Venda, 74m2","sem info",9999,"Jardim Botanico",74,2,1,1,470000,6351.35135135135,4314902018,727,632.503915086132,63,56.6,203,11494,12.32,13.0604877471924,3969,2.51122403144836
"3641",9887,"Apartamento com 2 Quartos a  Venda, 54m2","Rua Doutor Barcelos",9999,"Tristeza",54,2,2,1,320000,5925.92592592593,4314902026,965,638.01652892562,63,57.3,264,15125,14.57,12.6760759353638,3969,2.67896461486816
"3642",6298,"Apartamento com 3 Quartos a  Venda, 112m2","sem info",9999,"Boa Vista",112,3,2,1,820000,7321.42857142857,4314902056,501,576.458405246807,63,54.3,160,8691,25.76,13.6170597076416,3969,3.24882292747498
"3643",8832,"Apartamento com 2 Quartos a  Venda, 92m2","Rua Anita Garibaldi",2350,"Boa Vista",92,2,2,1,550000,5978.26086956522,4314902056,501,576.458405246807,63,54.3,160,8691,25.76,13.2176733016968,3969,3.24882292747498
"3644",1734,"Apartamento com 2 Quartos a  Venda, 45m2","Avenida Protasio Alves",9277,"Petropolis",45,2,1,1,177900,3953.33333333333,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,12.0889768600464,3969,3.01406311988831
"3645",121,"Apartamento com 2 Quartos a  Venda, 77m2","Rua Frei Germano",46,"Partenon",77,2,2,1,280000,3636.36363636364,4314902015,2817,593.552465233881,36,83.3,570,47460,7.54,12.5425453186035,1296,2.02022218704224
"3646",6638,"Apartamento com 3 Quartos a  Venda, 75m2","Rua Limoeiro",135,"Cristo Redentor",75,3,2,1,519900,6932,4314902051,1121,696.14357573123,63,108.8,148,16103,10.61,13.1613922119141,3969,2.36179685592651
"3647",2439,"Apartamento com 2 Quartos a  Venda, 49m2","Avenida da Azenha",9999,"Azenha",49,2,1,1,340000,6938.77551020408,4314902008,1493,1110.11971150271,63,106.7,126,13449,10.73,12.7367010116577,3969,2.37304353713989
"3648",1142,"Apartamento com 3 Quartos a  Venda, 158m2","Avenida Independencia",550,"Independencia",158,3,2,1,650000,4113.92405063291,4314902039,801,1250.19509911035,63,160.2,40,6407,21.98,13.3847274780273,3969,3.09013295173645
"3649",1868,"Apartamento com 2 Quartos a  Venda, 60m2","Rua Sape",9999,"Passo da Areia",60,2,1,1,329000,5483.33333333333,4314902050,1950,844.777541913963,63,94.6,244,23083,9.96,12.7038125991821,3969,2.29857707023621
"3650",9838,"Apartamento com 2 Quartos a  Venda, 670m2","sem info",9999,"Cristal",670,2,2,1,358000,534.328358208955,4314902024,1421,674.931129476584,63,78,270,21054,8.53,12.7882881164551,3969,2.14358925819397
"3651",5135,"Apartamento com 2 Quartos a  Venda, 48m2","Travessa Escobar",494,"Camaqua",48,2,1,1,220000,4583.33333333333,4314902023,788,362.749159876628,63,97,224,21723,6.65,12.3013830184937,3969,1.8946168422699
"3652",9433,"Apartamento com 2 Quartos a  Venda, 48m2","sem info",9999,"Petropolis",48,2,1,1,235000,4895.83333333333,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,12.3673410415649,3969,3.01406311988831
"3653",3507,"Apartamento com 3 Quartos a  Venda, 115m2","Avenida Coronel Lucas de Oliveira",9999,"Bela Vista",115,3,3,1,640000,5565.21739130435,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.3692235946655,3969,3.5461630821228
"3654",9876,"Apartamento com  Quarto a  Venda, 41m2","Rua Oito de Julho",165,"Jardim Botanico",41,1,2,1,580000,14146.3414634146,4314902018,727,632.503915086132,63,56.6,203,11494,12.32,13.2707834243774,3969,2.51122403144836
"3655",1928,"Apartamento com 2 Quartos a  Venda, 57m2","Rua Carumbe",9999,"Petropolis",57,2,2,1,323000,5666.66666666667,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,12.6854076385498,3969,3.01406311988831
"3656",4856,"Apartamento com  Quarto a  Venda, 42m2","Avenida Romeu Samarani Ferreira",265,"Vila Nova",42,1,1,1,110000,2619.04761904762,4314902032,1416,427.213757731181,63,32.1,1031,33145,5.35,11.6082353591919,3969,1.6770966053009
"3657",3083,"Apartamento com 3 Quartos a  Venda, 109m2","sem info",9999,"Petropolis",109,3,1,1,790000,7247.70642201835,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,13.5797882080078,3969,3.01406311988831
"3658",9154,"Apartamento com 3 Quartos a  Venda, 112m2","sem info",9999,"Petropolis",112,3,2,1,580000,5178.57142857143,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,13.2707834243774,3969,3.01406311988831
"3659",9493,"Apartamento com 3 Quartos a  Venda, 66m2","Avenida Bento Goncalves",1515,"Partenon",66,3,2,1,350000,5303.0303030303,4314902015,2817,593.552465233881,36,83.3,570,47460,7.54,12.7656888961792,1296,2.02022218704224
"3660",4709,"Apartamento com  Quarto a  Venda, 36m2","sem info",9999,"Jardim Botanico",36,1,1,1,430000,11944.4444444444,4314902018,727,632.503915086132,63,56.6,203,11494,12.32,12.9715404510498,3969,2.51122403144836
"3661",8066,"Apartamento com 3 Quartos a  Venda, 85m2","sem info",9999,"Menino Deus",85,3,2,1,648000,7623.52941176471,4314902004,2188,739.764005815329,63,137.6,215,29577,15.6,13.381646156311,3969,2.74727082252502
"3662",9522,"Apartamento com 2 Quartos a  Venda, 116m2","sem info",9999,"Passo da Areia",116,2,2,1,735012,6336.31034482759,4314902050,1950,844.777541913963,63,94.6,244,23083,9.96,13.5076417922974,3969,2.29857707023621
"3663",8303,"Apartamento com 2 Quartos a  Venda, 79m2","Avenida Nilopolis",250,"Petropolis",79,2,1,1,532000,6734.17721518987,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,13.184398651123,3969,3.01406311988831
"3664",4724,"Apartamento com 3 Quartos a  Venda, 105m2","Rua Anita Garibaldi",1418,"Mont' Serrat",105,3,1,1,715000,6809.52380952381,4314902044,432,422.039859320047,63,129.6,79,10236,24.07,13.480037689209,3969,3.18096613883972
"3665",7305,"Apartamento com  Quarto a  Venda, 41m2","Rua Oito de Julho",165,"Jardim Botanico",41,1,2,1,410000,10000,4314902018,727,632.503915086132,63,56.6,203,11494,12.32,12.9239120483398,3969,2.51122403144836
"3666",9609,"Apartamento com 3 Quartos a  Venda, 104m2","Avenida da Cavalhada",5730,"Cavalhada",104,3,2,1,1050000,10096.1538461538,4314902022,1574,792.787347637756,63,55.6,357,19854,7.48,13.8643007278442,3969,2.01223278045654
"3667",8717,"Apartamento com  Quarto a  Venda, 44m2","Avenida A. J. Renner",2050,"Humaita",44,1,1,1,195000,4431.81818181818,4314902066,904,863.41929321872,34,25.1,417,10470,6,12.1807546615601,1156,1.7917594909668
"3668",4801,"Apartamento com 2 Quartos a  Venda, 40m2","Rua Jose Iuchno",151,"Hipica",40,2,1,1,140000,3500,4314902072,693,668.725272604458,31,23.2,447,10363,4.85,11.8493976593018,961,1.57897865772247
"3669",8243,"Apartamento com 3 Quartos a  Venda, 72m2","Avenida General Barreto Viana",1065,"Chacara das Pedras",72,3,1,1,499000,6930.55555555556,4314902059,361,513.221495592835,63,69,102,7034,20.68,13.120361328125,3969,3.02916693687439
"3670",790,"Apartamento com 3 Quartos a  Venda, 104m2","Rua Ramiro Barcelos",1774,"Bom Fim",104,3,1,1,508000,4884.61538461538,4314902038,928,817.549114615452,63,298.7,38,11351,15.8,13.1382369995117,3969,2.76001000404358
"3671",7037,"Apartamento com 3 Quartos a  Venda, 95m2","Rua Machado de Assis",855,"Jardim Botanico",95,3,3,1,7e+05,7368.42105263158,4314902018,727,632.503915086132,63,56.6,203,11494,12.32,13.4588356018066,3969,2.51122403144836
"3672",7493,"Apartamento com  Quarto a  Venda, 42m2","Rua Oito de Julho",165,"Jardim Botanico",42,1,1,1,460000,10952.380952381,4314902018,727,632.503915086132,63,56.6,203,11494,12.32,13.0389814376831,3969,2.51122403144836
"3673",4924,"Apartamento com  Quarto a  Venda, 44m2","Rua Dom Diogo de Souza",570,"Cristo Redentor",44,1,1,1,149000,3386.36363636364,4314902051,1121,696.14357573123,63,108.8,148,16103,10.61,11.9117012023926,3969,2.36179685592651
"3674",4189,"Apartamento com 3 Quartos a  Venda, 105m2","Rua Olavo Bilac",126,"Azenha",105,3,3,1,630000,6000,4314902008,1493,1110.11971150271,63,106.7,126,13449,10.73,13.3534755706787,3969,2.37304353713989
"3675",8802,"Apartamento com 3 Quartos a  Venda, 68m2","sem info",9999,"Independencia",68,3,1,1,636000,9352.94117647059,4314902039,801,1250.19509911035,63,160.2,40,6407,21.98,13.3629541397095,3969,3.09013295173645
"3676",5510,"Apartamento com 2 Quartos a  Venda, 84m2","Avenida Protasio Alves",658,"Rio Branco",84,2,1,1,261000,3107.14285714286,4314902042,1212,635.586554093031,63,140.2,136,19069,20.5,12.4722757339478,3969,3.02042484283447
"3677",3859,"Apartamento com  Quarto a  Venda, 43m2","sem info",9999,"Petropolis",43,1,1,1,223500,5197.67441860465,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,12.3171663284302,3969,3.01406311988831
"3678",2303,"Apartamento com 3 Quartos a  Venda, 65m2","Avenida Dom Claudio Jose Goncalves Ponce de Leao",140,"Vila Ipiranga",65,3,2,1,426000,6553.84615384615,4314902057,1055,503.555916185385,63,40.3,520,20951,8.99,12.962194442749,3969,2.19611287117004
"3679",3475,"Apartamento com 2 Quartos a  Venda, 69m2","Rua Conde de Porto Alegre",486,"Floresta",69,2,2,1,349800,5069.5652173913,4314902040,2528,1691.98848805301,63,89.5,167,14941,12.39,12.7651166915894,3969,2.51688981056213
"3680",5994,"Apartamento com  Quarto a  Venda, 45m2","Rua Professor Freitas e Castro",300,"Azenha",45,1,2,1,406900,9042.22222222222,4314902008,1493,1110.11971150271,63,106.7,126,13449,10.73,12.9163227081299,3969,2.37304353713989
