"","Ordem","Titulo","Endereco","Numero","Bairro","Area","Quartos","Banheiros","Vagas","Preco","Preco_m2","cod_bairro","qtde_bo","bo_per_capita","idadedobairro","dens_pop","areaHa","pop_2010","renda_med_dom_SM_mes","lnpreco","idade2","lnrenda","rendaalta","central","grande","pequeno","novo","counter"
"488",3153,"Apartamento com 3 Quartos a  Venda, 273m2","sem info",9999,"Bela Vista",273,3,1,3,3190000,11684.9816849817,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.975531578064,3969,3.5461630821228,1,0,1,0,0,504
"489",5668,"Apartamento com 2 Quartos a  Venda, 97m2","Travessa Coronel Antonio Carneiro Pinto",63,"Bela Vista",97,2,3,1,904000,9319.58762886598,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.7145843505859,3969,3.5461630821228,1,0,0,0,0,504
"490",4865,"Apartamento com 3 Quartos a  Venda, 106m2","Rua Engenheiro Afonso Cavalcanti",41,"Bela Vista",106,3,3,2,969000,9141.50943396226,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.7840194702148,3969,3.5461630821228,1,0,0,0,0,504
"491",1887,"Apartamento com 3 Quartos a  Venda, 87m2","Rua Furriel Luiz Antonio de Vargas",164,"Bela Vista",87,3,2,2,720000,8275.86206896552,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.487006187439,3969,3.5461630821228,1,0,0,0,0,504
"492",824,"Apartamento com 3 Quartos a  Venda, 111m2","Avenida Doutor Nilo Pecanha",550,"Bela Vista",111,3,2,1,848000,7639.63963963964,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.6506357192993,3969,3.5461630821228,1,0,0,0,0,504
"493",3214,"Apartamento com 2 Quartos a  Venda, 87m2","sem info",9999,"Bela Vista",87,2,2,1,790000,9080.45977011494,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.5797882080078,3969,3.5461630821228,1,0,0,0,0,504
"494",6563,"Apartamento com 3 Quartos a  Venda, 194m2","Rua Barao de Uba",401,"Bela Vista",194,3,5,3,2753000,14190.7216494845,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.8282022476196,3969,3.5461630821228,1,0,0,0,0,504
"495",3651,"Apartamento com 3 Quartos a  Venda, 174m2","Rua Silva Jardim",966,"Bela Vista",174,3,5,3,2129000,12235.632183908,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.5711631774902,3969,3.5461630821228,1,0,0,0,0,504
"496",9546,"Apartamento com 3 Quartos a  Venda, 204m2","Rua Artur Rocha",1097,"Bela Vista",204,3,1,3,3650000,17892.1568627451,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,15.1102380752563,3969,3.5461630821228,1,0,0,0,0,504
"497",4216,"Apartamento com 3 Quartos a  Venda, 208m2","Rua Antonio Parreiras",140,"Bela Vista",208,3,4,2,1800000,8653.84615384615,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.4032974243164,3969,3.5461630821228,1,0,0,0,0,504
"498",7066,"Apartamento com 3 Quartos a  Venda, 100m2","Rua Barao de Uba",199,"Bela Vista",100,3,3,2,889000,8890,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.6978521347046,3969,3.5461630821228,1,0,0,0,0,504
"499",3797,"Apartamento com 4 Quartos a  Venda, 257m2","Rua Engenheiro Afonso Cavalcanti",54,"Bela Vista",257,4,6,4,4950000,19260.7003891051,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,15.4148979187012,3969,3.5461630821228,1,0,1,0,0,504
"500",1931,"Apartamento com 2 Quartos a  Venda, 92m2","Rua Jaragua",331,"Bela Vista",92,2,2,1,750000,8152.17391304348,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.5278282165527,3969,3.5461630821228,1,0,0,0,0,504
"501",3411,"Apartamento com 3 Quartos a  Venda, 100m2","Rua Barao de Uba",9999,"Bela Vista",100,3,3,2,845000,8450,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.6470918655396,3969,3.5461630821228,1,0,0,0,0,504
"502",7843,"Apartamento com  Quarto a  Venda, 56m2","Rua Jaragua",9999,"Bela Vista",56,1,2,1,560000,10000,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.235692024231,3969,3.5461630821228,1,0,0,0,0,504
"503",6575,"Apartamento com 4 Quartos a  Venda, 294m2","sem info",9999,"Bela Vista",294,4,2,2,1400000,4761.90476190476,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.1519832611084,3969,3.5461630821228,1,0,1,0,0,504
"504",2141,"Apartamento com 3 Quartos a  Venda, 75m2","sem info",9999,"Bela Vista",75,3,2,1,388900,5185.33333333333,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,12.8710775375366,3969,3.5461630821228,1,0,0,0,0,504
"505",9597,"Apartamento com 3 Quartos a  Venda, 110m2","Avenida Doutor Nilo Pecanha",550,"Bela Vista",110,3,3,1,739000,6718.18181818182,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.5130529403687,3969,3.5461630821228,1,0,0,0,0,504
"506",6573,"Apartamento com 3 Quartos a  Venda, 140m2","Rua Engenheiro Olavo Nunes",365,"Bela Vista",140,3,1,1,950000,6785.71428571429,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.764217376709,3969,3.5461630821228,1,0,0,0,0,504
"507",6381,"Apartamento com 3 Quartos a  Venda, 242m2","sem info",9999,"Bela Vista",242,3,3,2,2200000,9090.90909090909,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.603967666626,3969,3.5461630821228,1,0,0,0,0,504
"508",5692,"Apartamento com 3 Quartos a  Venda, 141m2","Travessa Farroupilha",9999,"Bela Vista",141,3,1,2,1480000,10496.4539007092,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.2075529098511,3969,3.5461630821228,1,0,0,0,0,504
"509",366,"Apartamento com 3 Quartos a  Venda, 258m2","Rua Engenheiro Teixeira Soares",9999,"Bela Vista",258,3,5,3,3200000,12403.1007751938,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.9786615371704,3969,3.5461630821228,1,0,1,0,0,504
"510",1147,"Apartamento com 3 Quartos a  Venda, 117m2","Rua Barao de Uba",329,"Bela Vista",117,3,2,2,1499000,12811.9658119658,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.220308303833,3969,3.5461630821228,1,0,0,0,0,504
"511",4557,"Apartamento com 2 Quartos a  Venda, 143m2","sem info",9999,"Bela Vista",143,2,3,2,1290000,9020.97902097902,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.0701532363892,3969,3.5461630821228,1,0,0,0,0,504
"512",4232,"Apartamento com 3 Quartos a  Venda, 161m2","sem info",9999,"Bela Vista",161,3,4,2,1390000,8633.54037267081,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.144814491272,3969,3.5461630821228,1,0,0,0,0,504
"513",3901,"Apartamento com 3 Quartos a  Venda, 99m2","Avenida Coronel Lucas de Oliveira",9999,"Bela Vista",99,3,3,1,870000,8787.87878787879,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.676248550415,3969,3.5461630821228,1,0,0,0,0,504
"514",4472,"Apartamento com 2 Quartos a  Venda, 91m2","Rua Jaragua",38,"Bela Vista",91,2,3,2,990000,10879.1208791209,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.8054599761963,3969,3.5461630821228,1,0,0,0,0,504
"515",479,"Apartamento com 4 Quartos a  Venda, 174m2","Rua Jaragua",152,"Bela Vista",174,4,3,2,1299000,7465.51724137931,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.0771055221558,3969,3.5461630821228,1,0,0,0,0,504
"516",4645,"Apartamento com 3 Quartos a  Venda, 99m2","sem info",9999,"Bela Vista",99,3,3,1,870000,8787.87878787879,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.676248550415,3969,3.5461630821228,1,0,0,0,0,504
"517",4301,"Apartamento com 4 Quartos a  Venda, 382m2","Rua General Oscar Miranda",165,"Bela Vista",382,4,2,3,8217300,21511.2565445026,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,15.9217519760132,3969,3.5461630821228,1,0,1,0,0,504
"518",9058,"Apartamento com 2 Quartos a  Venda, 103m2","Rua Pedro Chaves Barcelos",1164,"Bela Vista",103,2,2,2,1350000,13106.7961165049,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.1156148910522,3969,3.5461630821228,1,0,0,0,0,504
"519",2835,"Apartamento com 3 Quartos a  Venda, 144m2","sem info",9999,"Bela Vista",144,3,3,2,1298000,9013.88888888889,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.0763349533081,3969,3.5461630821228,1,0,0,0,0,504
"520",1360,"Apartamento com 2 Quartos a  Venda, 78m2","Rua Barao de Uba",162,"Bela Vista",78,2,2,1,580000,7435.89743589744,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.2707834243774,3969,3.5461630821228,1,0,0,0,0,504
"521",3719,"Apartamento com 2 Quartos a  Venda, 99m2","sem info",9999,"Bela Vista",99,2,2,2,1060000,10707.0707070707,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.873779296875,3969,3.5461630821228,1,0,0,0,0,504
"522",8777,"Apartamento com 3 Quartos a  Venda, 107m2","sem info",9999,"Bela Vista",107,3,3,2,1378700,12885.046728972,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.1366519927979,3969,3.5461630821228,1,0,0,0,0,504
"523",4614,"Apartamento com 2 Quartos a  Venda, 143m2","sem info",9999,"Bela Vista",143,2,3,2,1290000,9020.97902097902,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.0701532363892,3969,3.5461630821228,1,0,0,0,0,504
"524",2603,"Apartamento com  Quarto a  Venda, 51m2","Rua Casemiro de Abreu",9999,"Bela Vista",51,1,1,1,4e+05,7843.13725490196,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,12.8992195129395,3969,3.5461630821228,1,0,0,0,0,504
"525",6423,"Apartamento com 3 Quartos a  Venda, 100m2","Rua Barao de Uba",9999,"Bela Vista",100,3,3,2,845000,8450,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.6470918655396,3969,3.5461630821228,1,0,0,0,0,504
"526",6293,"Apartamento com 3 Quartos a  Venda, 313m2","Rua Engenheiro Antonio Reboucas",9999,"Bela Vista",313,3,3,3,7585251,24234.0287539936,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,15.8417158126831,3969,3.5461630821228,1,0,1,0,0,504
"527",3345,"Apartamento com 3 Quartos a  Venda, 111m2","Avenida Doutor Nilo Pecanha",9999,"Bela Vista",111,3,3,1,845000,7612.61261261261,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.6470918655396,3969,3.5461630821228,1,0,0,0,0,504
"528",9079,"Apartamento com 3 Quartos a  Venda, 120m2","sem info",9999,"Bela Vista",120,3,3,1,8e+05,6666.66666666667,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.5923671722412,3969,3.5461630821228,1,0,0,0,0,504
"529",3831,"Apartamento com 4 Quartos a  Venda, 257m2","Rua Engenheiro Afonso Cavalcanti",54,"Bela Vista",257,4,6,4,4950000,19260.7003891051,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,15.4148979187012,3969,3.5461630821228,1,0,1,0,0,504
"530",719,"Apartamento com 3 Quartos a  Venda, 200m2","Rua Jaragua",414,"Bela Vista",200,3,4,5,2990000,14950,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.9107837677002,3969,3.5461630821228,1,0,0,0,0,504
"531",292,"Apartamento com 3 Quartos a  Venda, 87m2","Rua Furriel Luiz Antonio de Vargas",164,"Bela Vista",87,3,2,2,720000,8275.86206896552,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.487006187439,3969,3.5461630821228,1,0,0,0,0,504
"532",2547,"Apartamento com 3 Quartos a  Venda, 110m2","Rua Luiz So",80,"Bela Vista",110,3,3,1,850000,7727.27272727273,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.6529912948608,3969,3.5461630821228,1,0,0,0,0,504
"533",8615,"Apartamento com 4 Quartos a  Venda, 258m2","sem info",9999,"Bela Vista",258,4,5,3,3199000,12399.2248062015,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.9783487319946,3969,3.5461630821228,1,0,1,0,0,504
"534",8602,"Apartamento com 3 Quartos a  Venda, 158m2","Rua Silva Jardim",807,"Bela Vista",158,3,3,2,1275000,8069.62025316456,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.0584564208984,3969,3.5461630821228,1,0,0,0,0,504
"535",3207,"Apartamento com 2 Quartos a  Venda, 82m2","sem info",9999,"Bela Vista",82,2,2,2,939000,11451.2195121951,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.752571105957,3969,3.5461630821228,1,0,0,0,0,504
"536",2069,"Apartamento com 2 Quartos a  Venda, 80m2","Rua Tito Levio Zambecari",773,"Bela Vista",80,2,1,2,860000,10750,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.6646881103516,3969,3.5461630821228,1,0,0,0,0,504
"537",3602,"Apartamento com 3 Quartos a  Venda, 209m2","Rua Jaragua",68,"Bela Vista",209,3,5,3,3491000,16703.3492822967,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,15.0656986236572,3969,3.5461630821228,1,0,0,0,0,504
"538",3673,"Apartamento com 3 Quartos a  Venda, 156m2","Rua Pedro Chaves Barcelos",981,"Bela Vista",156,3,1,3,1650000,10576.9230769231,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.3162860870361,3969,3.5461630821228,1,0,0,0,0,504
"539",1516,"Apartamento com 2 Quartos a  Venda, 80m2","Rua Desembargador Alves Nogueira",55,"Bela Vista",80,2,2,2,699000,8737.5,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.4574060440063,3969,3.5461630821228,1,0,0,0,0,504
"540",6046,"Apartamento com 3 Quartos a  Venda, 373m2","Rua Comendador Rheingantz",696,"Bela Vista",373,3,6,4,5300000,14209.1152815013,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,15.4832172393799,3969,3.5461630821228,1,0,1,0,0,504
"541",7188,"Apartamento com 3 Quartos a  Venda, 120m2","Rua Desembargador Alves Nogueira",9999,"Bela Vista",120,3,4,2,1120000,9333.33333333333,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.9288396835327,3969,3.5461630821228,1,0,0,0,0,504
"542",5072,"Apartamento com 2 Quartos a  Venda, 92m2","Rua Jaragua",331,"Bela Vista",92,2,1,1,720000,7826.08695652174,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.487006187439,3969,3.5461630821228,1,0,0,0,0,504
"543",3471,"Apartamento com 3 Quartos a  Venda, 119m2","sem info",9999,"Bela Vista",119,3,1,1,790000,6638.65546218487,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.5797882080078,3969,3.5461630821228,1,0,0,0,0,504
"544",2041,"Apartamento com 3 Quartos a  Venda, 97m2","Rua Cabral",1157,"Bela Vista",97,3,3,3,650000,6701.03092783505,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.3847274780273,3969,3.5461630821228,1,0,0,0,0,504
"545",447,"Apartamento com 3 Quartos a  Venda, 126m2","Rua Barao de Uba",469,"Bela Vista",126,3,4,2,1499000,11896.8253968254,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.220308303833,3969,3.5461630821228,1,0,0,0,0,504
"546",3896,"Apartamento com 3 Quartos a  Venda, 129m2","sem info",9999,"Bela Vista",129,3,3,1,8e+05,6201.5503875969,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.5923671722412,3969,3.5461630821228,1,0,0,0,0,504
"547",2572,"Apartamento com 3 Quartos a  Venda, 100m2","Rua Barao de Uba",199,"Bela Vista",100,3,3,2,889000,8890,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.6978521347046,3969,3.5461630821228,1,0,0,0,0,504
"548",8076,"Apartamento com 2 Quartos a  Venda, 82m2","Rua Doutor Freire Alemao",912,"Bela Vista",82,2,2,2,850000,10365.8536585366,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.6529912948608,3969,3.5461630821228,1,0,0,0,0,504
"549",3019,"Apartamento com 3 Quartos a  Venda, 136m2","Avenida Mariland",1367,"Bela Vista",136,3,4,2,895000,6580.88235294118,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.7045793533325,3969,3.5461630821228,1,0,0,0,0,504
"550",33,"Apartamento com  Quarto a  Venda, 50m2","Rua Vicente da Fontoura",9999,"Bela Vista",50,1,1,1,355000,7100,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,12.7798728942871,3969,3.5461630821228,1,0,0,0,0,504
"551",6385,"Apartamento com 3 Quartos a  Venda, 125m2","Rua Pedro Ivo",9999,"Bela Vista",125,3,1,3,1500000,12000,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.2209758758545,3969,3.5461630821228,1,0,0,0,0,504
"552",9592,"Apartamento com 3 Quartos a  Venda, 146m2","Rua Furriel Luiz Antonio de Vargas",106,"Bela Vista",146,3,3,3,1380000,9452.05479452055,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.1375942230225,3969,3.5461630821228,1,0,0,0,0,504
"553",6530,"Apartamento com 2 Quartos a  Venda, 125m2","Rua Casemiro de Abreu",669,"Bela Vista",125,2,2,2,739000,5912,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.5130529403687,3969,3.5461630821228,1,0,0,0,0,504
"554",3141,"Apartamento com 2 Quartos a  Venda, 75m2","Rua Cabral",1583,"Bela Vista",75,2,1,1,599000,7986.66666666667,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.3030166625977,3969,3.5461630821228,1,0,0,0,0,504
"555",8735,"Apartamento com 3 Quartos a  Venda, 110m2","Avenida Doutor Nilo Pecanha",550,"Bela Vista",110,3,3,1,739000,6718.18181818182,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.5130529403687,3969,3.5461630821228,1,0,0,0,0,504
"556",8023,"Apartamento com 4 Quartos a  Venda, 444m2","Rua Oscar Daudt Filho",24,"Bela Vista",444,4,5,4,2390000,5382.88288288288,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.686803817749,3969,3.5461630821228,1,0,1,0,0,504
"557",2681,"Apartamento com 2 Quartos a  Venda, 91m2","sem info",9999,"Bela Vista",91,2,2,1,840000,9230.76923076923,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.6411571502686,3969,3.5461630821228,1,0,0,0,0,504
"558",7330,"Apartamento com 3 Quartos a  Venda, 111m2","Avenida Doutor Nilo Pecanha",550,"Bela Vista",111,3,3,1,725000,6531.53153153153,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.4939270019531,3969,3.5461630821228,1,0,0,0,0,504
"559",9044,"Apartamento com 4 Quartos a  Venda, 510m2","sem info",9999,"Bela Vista",510,4,1,5,10151230,19904.3725490196,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,16.1331062316895,3969,3.5461630821228,1,0,1,0,0,504
"560",9211,"Apartamento com 3 Quartos a  Venda, 253m2","sem info",9999,"Bela Vista",253,3,5,4,3950000,15612.6482213439,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,15.1892261505127,3969,3.5461630821228,1,0,1,0,0,504
"561",2861,"Apartamento com 3 Quartos a  Venda, 129m2","Avenida Doutor Nilo Pecanha",450,"Bela Vista",129,3,3,1,8e+05,6201.5503875969,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.5923671722412,3969,3.5461630821228,1,0,0,0,0,504
"562",3018,"Apartamento com 3 Quartos a  Venda, 113m2","Rua Jaragua",145,"Bela Vista",113,3,2,2,964000,8530.97345132743,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.7788467407227,3969,3.5461630821228,1,0,0,0,0,504
"563",3507,"Apartamento com 3 Quartos a  Venda, 115m2","Avenida Coronel Lucas de Oliveira",9999,"Bela Vista",115,3,3,1,640000,5565.21739130435,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.3692235946655,3969,3.5461630821228,1,0,0,0,0,504
"564",3574,"Apartamento com 2 Quartos a  Venda, 92m2","Rua Jaragua",331,"Bela Vista",92,2,2,1,750000,8152.17391304348,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.5278282165527,3969,3.5461630821228,1,0,0,0,0,504
"565",5228,"Apartamento com 2 Quartos a  Venda, 76m2","Avenida Coronel Lucas de Oliveira",9999,"Bela Vista",76,2,1,0,369000,4855.26315789474,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,12.8185520172119,3969,3.5461630821228,1,0,0,0,0,504
"566",9126,"Apartamento com 3 Quartos a  Venda, 132m2","Rua Antonio Parreiras",9999,"Bela Vista",132,3,3,2,1300000,9848.48484848485,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.0778751373291,3969,3.5461630821228,1,0,0,0,0,504
"567",4430,"Apartamento com 4 Quartos a  Venda, 293m2","Avenida Joao Obino",472,"Bela Vista",293,4,5,4,3490000,11911.2627986348,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,15.0654125213623,3969,3.5461630821228,1,0,1,0,0,504
"568",3379,"Apartamento com 3 Quartos a  Venda, 100m2","Rua Barao de Uba",9999,"Bela Vista",100,3,3,2,845000,8450,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.6470918655396,3969,3.5461630821228,1,0,0,0,0,504
"569",3106,"Apartamento com 3 Quartos a  Venda, 273m2","sem info",9999,"Bela Vista",273,3,1,3,3190000,11684.9816849817,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.975531578064,3969,3.5461630821228,1,0,1,0,0,504
"570",5745,"Apartamento com 3 Quartos a  Venda, 106m2","Rua Engenheiro Afonso Cavalcanti",9999,"Bela Vista",106,3,3,2,945000,8915.09433962264,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.758939743042,3969,3.5461630821228,1,0,0,0,0,504
"571",3095,"Apartamento com 2 Quartos a  Venda, 75m2","Rua Cabral",1583,"Bela Vista",75,2,1,1,599000,7986.66666666667,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.3030166625977,3969,3.5461630821228,1,0,0,0,0,504
"572",796,"Apartamento com 2 Quartos a  Venda, 131m2","Rua Amelia Teles",596,"Bela Vista",131,2,2,1,722000,5511.45038167939,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.4897804260254,3969,3.5461630821228,1,0,0,0,0,504
"573",2834,"Apartamento com 2 Quartos a  Venda, 95m2","sem info",9999,"Bela Vista",95,2,2,2,750000,7894.73684210526,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.5278282165527,3969,3.5461630821228,1,0,0,0,0,504
"574",4379,"Apartamento com 4 Quartos a  Venda, 356m2","Rua General Oscar Miranda",165,"Bela Vista",356,4,2,4,8386680,23558.0898876404,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,15.9421548843384,3969,3.5461630821228,1,0,1,0,0,504
"575",6453,"Apartamento com 3 Quartos a  Venda, 155m2","sem info",9999,"Bela Vista",155,3,4,2,1500000,9677.41935483871,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.2209758758545,3969,3.5461630821228,1,0,0,0,0,504
"576",2185,"Apartamento com 3 Quartos a  Venda, 100m2","Rua Barao de Uba",199,"Bela Vista",100,3,3,2,889000,8890,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.6978521347046,3969,3.5461630821228,1,0,0,0,0,504
"577",882,"Apartamento com 3 Quartos a  Venda, 155m2","sem info",9999,"Bela Vista",155,3,1,3,2677000,17270.9677419355,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.8002071380615,3969,3.5461630821228,1,0,0,0,0,504
"578",4054,"Apartamento com 2 Quartos a  Venda, 72m2","sem info",9999,"Bela Vista",72,2,2,2,750000,10416.6666666667,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.5278282165527,3969,3.5461630821228,1,0,0,0,0,504
"579",2061,"Apartamento com  Quarto a  Venda, 62m2","Rua Engenheiro Olavo Nunes",9999,"Bela Vista",62,1,1,1,480000,7741.93548387097,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.0815410614014,3969,3.5461630821228,1,0,0,0,0,504
"580",6728,"Apartamento com 3 Quartos a  Venda, 153m2","sem info",9999,"Bela Vista",153,3,3,2,1430000,9346.40522875817,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.1731853485107,3969,3.5461630821228,1,0,0,0,0,504
"581",3072,"Apartamento com 3 Quartos a  Venda, 118m2","Rua Barao de Uba",329,"Bela Vista",118,3,3,2,1499000,12703.3898305085,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.220308303833,3969,3.5461630821228,1,0,0,0,0,504
"582",187,"Apartamento com  Quarto a  Venda, 65m2","Rua Barao de Uba",9999,"Bela Vista",65,1,2,1,450000,6923.07692307692,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.0170030593872,3969,3.5461630821228,1,0,0,0,0,504
"583",5051,"Apartamento com 2 Quartos a  Venda, 86m2","Avenida Doutor Nilo Pecanha",106,"Bela Vista",86,2,2,0,530000,6162.79069767442,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.1806325912476,3969,3.5461630821228,1,0,0,0,0,504
"584",8932,"Apartamento com 3 Quartos a  Venda, 158m2","Rua Silva Jardim",807,"Bela Vista",158,3,3,2,1275000,8069.62025316456,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.0584564208984,3969,3.5461630821228,1,0,0,0,0,504
"585",5839,"Apartamento com 4 Quartos a  Venda, 373m2","Rua Comendador Rheingantz",696,"Bela Vista",373,4,6,4,4990000,13378.0160857909,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,15.4229469299316,3969,3.5461630821228,1,0,1,0,0,504
"586",3079,"Apartamento com 3 Quartos a  Venda, 107m2","sem info",9999,"Bela Vista",107,3,3,2,930000,8691.58878504673,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.7429399490356,3969,3.5461630821228,1,0,0,0,0,504
"587",4984,"Apartamento com  Quarto a  Venda, 134m2","Rua Engenheiro Adolfo Stern",20,"Bela Vista",134,1,2,2,890000,6641.79104477612,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.6989765167236,3969,3.5461630821228,1,0,0,0,0,504
"588",7383,"Apartamento com 3 Quartos a  Venda, 109m2","Avenida Nilopolis",210,"Bela Vista",109,3,3,1,790000,7247.70642201835,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.5797882080078,3969,3.5461630821228,1,0,0,0,0,504
"589",1547,"Apartamento com 3 Quartos a  Venda, 149m2","sem info",9999,"Bela Vista",149,3,1,2,1060000,7114.09395973154,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.873779296875,3969,3.5461630821228,1,0,0,0,0,504
"590",550,"Apartamento com 3 Quartos a  Venda, 130m2","Avenida Doutor Nilo Pecanha",450,"Bela Vista",130,3,4,1,790000,6076.92307692308,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.5797882080078,3969,3.5461630821228,1,0,0,0,0,504
"591",2934,"Apartamento com 3 Quartos a  Venda, 114m2","Rua Jaragua",145,"Bela Vista",114,3,3,2,960000,8421.05263157895,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.7746887207031,3969,3.5461630821228,1,0,0,0,0,504
"592",2402,"Apartamento com  Quarto a  Venda, 32m2","Avenida Coronel Lucas de Oliveira",1609,"Bela Vista",32,1,1,0,165000,5156.25,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,12.0137004852295,3969,3.5461630821228,1,0,0,1,0,504
